Gene stable ID	Mouse gene stable ID	Mouse homology type	Mouse C3H/HeJ gene stable ID	Mouse C3H/HeJ homology type	Mouse CAST/EiJ gene stable ID	Mouse CAST/EiJ homology type	Mouse NOD/ShiLtJ gene stable ID	Mouse NOD/ShiLtJ homology type
MGP_129S1SvImJ_G0017795	ENSMUSG00000020105	ortholog_one2one	MGP_C3HHeJ_G0017558	ortholog_one2one	MGP_CASTEiJ_G0017118	ortholog_one2one	MGP_NODShiLtJ_G0017656	ortholog_one2one
MGP_129S1SvImJ_G0031889	ENSMUSG00000040650	ortholog_one2one	MGP_C3HHeJ_G0031596	ortholog_one2one	MGP_CASTEiJ_G0030932	ortholog_one2one	MGP_NODShiLtJ_G0031702	ortholog_one2one
MGP_129S1SvImJ_G0021033	ENSMUSG00000021811	ortholog_one2one			MGP_CASTEiJ_G0020293	ortholog_one2one	MGP_NODShiLtJ_G0020867	ortholog_one2one
MGP_129S1SvImJ_G0026208	ENSMUSG00000032698	ortholog_one2one	MGP_C3HHeJ_G0025929	ortholog_one2one	MGP_CASTEiJ_G0025394	ortholog_one2one	MGP_NODShiLtJ_G0026032	ortholog_one2one
MGP_129S1SvImJ_G0032607	ENSMUSG00000030987	ortholog_one2one	MGP_C3HHeJ_G0032308	ortholog_one2one	MGP_CASTEiJ_G0031634	ortholog_one2one	MGP_NODShiLtJ_G0032416	ortholog_one2one
MGP_129S1SvImJ_G0021541	ENSMUSG00000033595	ortholog_one2one	MGP_C3HHeJ_G0021283	ortholog_one2one	MGP_CASTEiJ_G0020800	ortholog_one2one	MGP_NODShiLtJ_G0021381	ortholog_one2one
MGP_129S1SvImJ_G0032300	ENSMUSG00000030505	ortholog_one2one	MGP_C3HHeJ_G0032004	ortholog_one2one	MGP_CASTEiJ_G0031332	ortholog_one2one	MGP_NODShiLtJ_G0032117	ortholog_one2one
MGP_129S1SvImJ_G0015866	ENSMUSG00000067773	ortholog_one2one	MGP_C3HHeJ_G0015637	ortholog_one2one	MGP_CASTEiJ_G0015218	ortholog_one2one		
MGP_129S1SvImJ_G0023585	ENSMUSG00000033739	ortholog_one2one	MGP_C3HHeJ_G0023311	ortholog_one2one	MGP_CASTEiJ_G0022811	ortholog_one2one	MGP_NODShiLtJ_G0023407	ortholog_one2one
MGP_129S1SvImJ_G0019243	ENSMUSG00000020926	ortholog_one2one	MGP_C3HHeJ_G0018994	ortholog_one2one	MGP_CASTEiJ_G0018548	ortholog_one2one	MGP_NODShiLtJ_G0019096	ortholog_one2one
MGP_129S1SvImJ_G0018208	ENSMUSG00000058163	ortholog_one2many	MGP_C3HHeJ_G0017964	ortholog_one2many			MGP_NODShiLtJ_G0018065	ortholog_one2one
MGP_129S1SvImJ_G0033949	ENSMUSG00000031748	ortholog_one2one	MGP_C3HHeJ_G0033634	ortholog_one2one	MGP_CASTEiJ_G0032966	ortholog_one2one	MGP_NODShiLtJ_G0033753	ortholog_one2one
MGP_129S1SvImJ_G0030003	ENSMUSG00000029597	ortholog_one2one	MGP_C3HHeJ_G0029698	ortholog_one2one	MGP_CASTEiJ_G0029107	ortholog_one2one	MGP_NODShiLtJ_G0029803	ortholog_one2one
MGP_129S1SvImJ_G0016336	ENSMUSG00000084989	ortholog_one2one	MGP_C3HHeJ_G0016102	ortholog_one2one	MGP_CASTEiJ_G0015685	ortholog_one2one	MGP_NODShiLtJ_G0016205	ortholog_one2one
MGP_129S1SvImJ_G0026117	ENSMUSG00000051313	ortholog_one2one	MGP_C3HHeJ_G0025841	ortholog_one2one	MGP_CASTEiJ_G0025305	ortholog_one2one		
MGP_129S1SvImJ_G0017864	ENSMUSG00000025374	ortholog_one2one	MGP_C3HHeJ_G0017626	ortholog_one2one	MGP_CASTEiJ_G0017187	ortholog_one2one	MGP_NODShiLtJ_G0017725	ortholog_one2one
MGP_129S1SvImJ_G0021388	ENSMUSG00000015443	ortholog_one2one	MGP_C3HHeJ_G0021131	ortholog_one2one	MGP_CASTEiJ_G0020650	ortholog_one2one	MGP_NODShiLtJ_G0021225	ortholog_one2one
MGP_129S1SvImJ_G0027820	ENSMUSG00000033377	ortholog_one2one	MGP_C3HHeJ_G0027521	ortholog_one2one	MGP_CASTEiJ_G0026977	ortholog_one2one	MGP_NODShiLtJ_G0027635	ortholog_one2one
MGP_129S1SvImJ_G0035546	ENSMUSG00000031170	ortholog_one2one	MGP_C3HHeJ_G0035228	ortholog_one2one	MGP_CASTEiJ_G0034529	ortholog_one2one	MGP_NODShiLtJ_G0035342	ortholog_one2one
MGP_129S1SvImJ_G0033962	ENSMUSG00000034361	ortholog_one2one	MGP_C3HHeJ_G0033647	ortholog_one2one	MGP_CASTEiJ_G0032979	ortholog_one2one	MGP_NODShiLtJ_G0033766	ortholog_one2one
MGP_129S1SvImJ_G0025077	ENSMUSG00000039652	ortholog_one2one	MGP_C3HHeJ_G0024810	ortholog_one2one	MGP_CASTEiJ_G0024277	ortholog_one2one	MGP_NODShiLtJ_G0024911	ortholog_one2one
MGP_129S1SvImJ_G0022325	ENSMUSG00000037579	ortholog_one2one	MGP_C3HHeJ_G0022057	ortholog_one2one	MGP_CASTEiJ_G0021581	ortholog_one2one	MGP_NODShiLtJ_G0022153	ortholog_one2one
MGP_129S1SvImJ_G0029888	ENSMUSG00000043323	ortholog_one2one	MGP_C3HHeJ_G0029584	ortholog_one2one	MGP_CASTEiJ_G0028992	ortholog_one2one	MGP_NODShiLtJ_G0029689	ortholog_one2one
MGP_129S1SvImJ_G0028851	ENSMUSG00000074088	ortholog_one2one	MGP_C3HHeJ_G0028547	ortholog_one2one	MGP_CASTEiJ_G0027980	ortholog_one2one	MGP_NODShiLtJ_G0028655	ortholog_one2one
MGP_129S1SvImJ_G0020066	ENSMUSG00000041550	ortholog_one2one	MGP_C3HHeJ_G0019810	ortholog_one2one	MGP_CASTEiJ_G0019350	ortholog_one2one	MGP_NODShiLtJ_G0019917	ortholog_one2one
MGP_129S1SvImJ_G0030772	ENSMUSG00000004655	ortholog_one2one	MGP_C3HHeJ_G0030466	ortholog_one2one	MGP_CASTEiJ_G0029869	ortholog_one2one	MGP_NODShiLtJ_G0030576	ortholog_one2one
MGP_129S1SvImJ_G0020922	ENSMUSG00000071180	ortholog_one2one	MGP_C3HHeJ_G0020661	ortholog_one2one	MGP_CASTEiJ_G0020180	ortholog_one2one	MGP_NODShiLtJ_G0020757	ortholog_one2one
MGP_129S1SvImJ_G0031916	ENSMUSG00000003363	ortholog_one2one	MGP_C3HHeJ_G0031622	ortholog_one2one	MGP_CASTEiJ_G0030957	ortholog_one2one	MGP_NODShiLtJ_G0031730	ortholog_one2one
MGP_129S1SvImJ_G0017835	ENSMUSG00000089789	ortholog_one2many			MGP_CASTEiJ_G0017158	ortholog_one2many	MGP_NODShiLtJ_G0017696	ortholog_one2one
MGP_129S1SvImJ_G0029866	ENSMUSG00000004821	ortholog_one2one	MGP_C3HHeJ_G0029564	ortholog_one2one	MGP_CASTEiJ_G0028978	ortholog_one2one	MGP_NODShiLtJ_G0029667	ortholog_one2one
MGP_129S1SvImJ_G0028637	ENSMUSG00000043155	ortholog_one2one	MGP_C3HHeJ_G0028333	ortholog_one2one	MGP_CASTEiJ_G0027767	ortholog_one2one	MGP_NODShiLtJ_G0028443	ortholog_one2one
MGP_129S1SvImJ_G0022749	ENSMUSG00000022801	ortholog_one2one	MGP_C3HHeJ_G0022481	ortholog_one2one	MGP_CASTEiJ_G0022009	ortholog_one2one	MGP_NODShiLtJ_G0022578	ortholog_one2one
MGP_129S1SvImJ_G0031670	ENSMUSG00000070814	ortholog_one2one	MGP_C3HHeJ_G0031370	ortholog_one2one	MGP_CASTEiJ_G0030728	ortholog_one2one	MGP_NODShiLtJ_G0031477	ortholog_one2one
MGP_129S1SvImJ_G0015989	ENSMUSG00000026048	ortholog_one2one	MGP_C3HHeJ_G0015760	ortholog_one2one	MGP_CASTEiJ_G0015341	ortholog_one2one	MGP_NODShiLtJ_G0015855	ortholog_one2one
MGP_129S1SvImJ_G0025201	ENSMUSG00000025229	ortholog_one2one	MGP_C3HHeJ_G0024932	ortholog_one2one	MGP_CASTEiJ_G0024397	ortholog_one2one	MGP_NODShiLtJ_G0025036	ortholog_one2one
MGP_129S1SvImJ_G0023659	ENSMUSG00000050705	ortholog_one2one	MGP_C3HHeJ_G0023385	ortholog_one2one	MGP_CASTEiJ_G0022876	ortholog_one2one	MGP_NODShiLtJ_G0023479	ortholog_one2one
MGP_129S1SvImJ_G0026222	ENSMUSG00000074994	ortholog_one2one	MGP_C3HHeJ_G0025943	ortholog_one2one	MGP_CASTEiJ_G0025407	ortholog_one2one	MGP_NODShiLtJ_G0026045	ortholog_one2one
MGP_129S1SvImJ_G0024237	ENSMUSG00000014504	ortholog_one2one	MGP_C3HHeJ_G0023971	ortholog_one2one	MGP_CASTEiJ_G0023446	ortholog_one2one	MGP_NODShiLtJ_G0024065	ortholog_one2one
MGP_129S1SvImJ_G0028284	ENSMUSG00000028307	ortholog_one2one	MGP_C3HHeJ_G0027984	ortholog_one2one	MGP_CASTEiJ_G0027423	ortholog_one2one	MGP_NODShiLtJ_G0028091	ortholog_one2one
MGP_129S1SvImJ_G0032106	ENSMUSG00000091692	ortholog_one2one			MGP_CASTEiJ_G0031145	ortholog_one2one	MGP_NODShiLtJ_G0031924	ortholog_one2one
MGP_129S1SvImJ_G0022994	ENSMUSG00000009047	ortholog_one2one	MGP_C3HHeJ_G0022725	ortholog_one2one	MGP_CASTEiJ_G0022247	ortholog_one2one	MGP_NODShiLtJ_G0022823	ortholog_one2one
MGP_129S1SvImJ_G0017278	ENSMUSG00000020092	ortholog_one2one	MGP_C3HHeJ_G0017039	ortholog_one2one	MGP_CASTEiJ_G0016610	ortholog_one2one	MGP_NODShiLtJ_G0017138	ortholog_one2one
MGP_129S1SvImJ_G0027642	ENSMUSG00000028088	ortholog_one2one	MGP_C3HHeJ_G0027346	ortholog_one2one	MGP_CASTEiJ_G0026801	ortholog_one2one	MGP_NODShiLtJ_G0027459	ortholog_one2one
MGP_129S1SvImJ_G0017652	ENSMUSG00000015890	ortholog_one2one	MGP_C3HHeJ_G0017417	ortholog_one2one	MGP_CASTEiJ_G0016982	ortholog_one2one	MGP_NODShiLtJ_G0017515	ortholog_one2one
MGP_129S1SvImJ_G0027520	ENSMUSG00000046676	ortholog_one2one	MGP_C3HHeJ_G0027233	ortholog_one2one	MGP_CASTEiJ_G0026680	ortholog_one2one	MGP_NODShiLtJ_G0027340	ortholog_one2one
MGP_129S1SvImJ_G0019743	ENSMUSG00000073079	ortholog_one2one	MGP_C3HHeJ_G0019487	ortholog_one2one			MGP_NODShiLtJ_G0019598	ortholog_one2one
MGP_129S1SvImJ_G0016509	ENSMUSG00000042229	ortholog_one2one	MGP_C3HHeJ_G0016278	ortholog_one2one	MGP_CASTEiJ_G0015858	ortholog_one2one	MGP_NODShiLtJ_G0016381	ortholog_one2one
MGP_129S1SvImJ_G0034815	ENSMUSG00000055069	ortholog_one2one	MGP_C3HHeJ_G0034498	ortholog_one2one	MGP_CASTEiJ_G0033820	ortholog_one2one	MGP_NODShiLtJ_G0034613	ortholog_one2one
MGP_129S1SvImJ_G0020509	ENSMUSG00000046876	ortholog_one2one	MGP_C3HHeJ_G0020258	ortholog_one2one	MGP_CASTEiJ_G0019773	ortholog_one2one	MGP_NODShiLtJ_G0020349	ortholog_one2one
MGP_129S1SvImJ_G0022449	ENSMUSG00000022529	ortholog_one2one	MGP_C3HHeJ_G0022182	ortholog_one2one	MGP_CASTEiJ_G0021709	ortholog_one2one	MGP_NODShiLtJ_G0022280	ortholog_one2one
MGP_129S1SvImJ_G0034800	ENSMUSG00000036027	ortholog_one2one	MGP_C3HHeJ_G0034483	ortholog_one2one	MGP_CASTEiJ_G0033805	ortholog_one2one	MGP_NODShiLtJ_G0034598	ortholog_one2one
MGP_129S1SvImJ_G0025626	ENSMUSG00000026796	ortholog_one2one	MGP_C3HHeJ_G0025360	ortholog_one2one	MGP_CASTEiJ_G0024822	ortholog_one2one	MGP_NODShiLtJ_G0025464	ortholog_one2one
MGP_129S1SvImJ_G0025091	ENSMUSG00000067242	ortholog_one2one	MGP_C3HHeJ_G0024824	ortholog_one2one	MGP_CASTEiJ_G0024291	ortholog_one2one	MGP_NODShiLtJ_G0024925	ortholog_one2one
MGP_129S1SvImJ_G0020577	ENSMUSG00000034918	ortholog_one2one	MGP_C3HHeJ_G0020326	ortholog_one2one	MGP_CASTEiJ_G0019840	ortholog_one2one	MGP_NODShiLtJ_G0020417	ortholog_one2one
MGP_129S1SvImJ_G0035670	ENSMUSG00000095240	ortholog_one2one	MGP_C3HHeJ_G0035344	ortholog_one2one	MGP_CASTEiJ_G0034635	ortholog_one2one	MGP_NODShiLtJ_G0035458	ortholog_one2one
MGP_129S1SvImJ_G0030458	ENSMUSG00000079679	ortholog_one2one	MGP_C3HHeJ_G0030154	ortholog_one2one	MGP_CASTEiJ_G0029556	ortholog_one2one	MGP_NODShiLtJ_G0030266	ortholog_one2one
MGP_129S1SvImJ_G0018323	ENSMUSG00000018340	ortholog_one2one	MGP_C3HHeJ_G0018074	ortholog_one2one	MGP_CASTEiJ_G0017639	ortholog_one2one	MGP_NODShiLtJ_G0018176	ortholog_one2one
MGP_129S1SvImJ_G0018880	ENSMUSG00000018481	ortholog_one2one	MGP_C3HHeJ_G0018634	ortholog_one2one	MGP_CASTEiJ_G0018189	ortholog_one2one	MGP_NODShiLtJ_G0018729	ortholog_one2one
MGP_129S1SvImJ_G0029606	ENSMUSG00000000560	ortholog_one2one	MGP_C3HHeJ_G0029306	ortholog_one2one	MGP_CASTEiJ_G0028714	ortholog_one2one	MGP_NODShiLtJ_G0029409	ortholog_one2one
MGP_129S1SvImJ_G0029034	ENSMUSG00000036622	ortholog_one2one	MGP_C3HHeJ_G0028731	ortholog_one2one	MGP_CASTEiJ_G0028163	ortholog_one2one	MGP_NODShiLtJ_G0028838	ortholog_one2one
MGP_129S1SvImJ_G0027223	ENSMUSG00000027797	ortholog_one2one	MGP_C3HHeJ_G0026939	ortholog_one2one	MGP_CASTEiJ_G0026391	ortholog_one2one	MGP_NODShiLtJ_G0027035	ortholog_one2one
MGP_129S1SvImJ_G0016766	ENSMUSG00000004709	ortholog_one2one			MGP_CASTEiJ_G0016111	ortholog_one2one	MGP_NODShiLtJ_G0016635	ortholog_one2one
MGP_129S1SvImJ_G0030455	ENSMUSG00000029629	ortholog_one2one	MGP_C3HHeJ_G0030151	ortholog_one2one	MGP_CASTEiJ_G0029553	ortholog_one2one	MGP_NODShiLtJ_G0030263	ortholog_one2one
MGP_129S1SvImJ_G0036138	ENSMUSG00000031430	ortholog_one2one	MGP_C3HHeJ_G0035815	ortholog_one2one	MGP_CASTEiJ_G0035106	ortholog_one2one	MGP_NODShiLtJ_G0035920	ortholog_one2one
MGP_129S1SvImJ_G0017986	ENSMUSG00000059534	ortholog_one2one	MGP_C3HHeJ_G0017740	ortholog_one2one	MGP_CASTEiJ_G0017302	ortholog_one2one	MGP_NODShiLtJ_G0017843	ortholog_one2one
MGP_129S1SvImJ_G0018286	ENSMUSG00000036264	ortholog_one2one	MGP_C3HHeJ_G0018037	ortholog_one2one	MGP_CASTEiJ_G0017602	ortholog_one2one	MGP_NODShiLtJ_G0018138	ortholog_one2one
MGP_129S1SvImJ_G0025535	ENSMUSG00000079502	ortholog_one2one	MGP_C3HHeJ_G0025269	ortholog_one2one	MGP_CASTEiJ_G0024732	ortholog_one2one	MGP_NODShiLtJ_G0025373	ortholog_one2one
MGP_129S1SvImJ_G0035437	ENSMUSG00000025794	ortholog_one2one	MGP_C3HHeJ_G0035122	ortholog_one2one	MGP_CASTEiJ_G0034426	ortholog_one2one	MGP_NODShiLtJ_G0035236	ortholog_one2one
MGP_129S1SvImJ_G0026494	ENSMUSG00000027403	ortholog_one2one	MGP_C3HHeJ_G0026213	ortholog_one2one	MGP_CASTEiJ_G0025674	ortholog_one2one	MGP_NODShiLtJ_G0026311	ortholog_one2one
MGP_129S1SvImJ_G0022545	ENSMUSG00000023088	ortholog_one2one	MGP_C3HHeJ_G0022278	ortholog_one2one	MGP_CASTEiJ_G0021805	ortholog_one2one	MGP_NODShiLtJ_G0022376	ortholog_one2one
MGP_129S1SvImJ_G0032173	ENSMUSG00000030739	ortholog_one2one	MGP_C3HHeJ_G0031880	ortholog_one2one	MGP_CASTEiJ_G0031208	ortholog_one2one	MGP_NODShiLtJ_G0031990	ortholog_one2one
MGP_129S1SvImJ_G0018222	ENSMUSG00000046311	ortholog_one2one	MGP_C3HHeJ_G0017975	ortholog_one2one	MGP_CASTEiJ_G0017538	ortholog_one2one	MGP_NODShiLtJ_G0018075	ortholog_one2one
MGP_129S1SvImJ_G0019518	ENSMUSG00000025140	ortholog_one2one	MGP_C3HHeJ_G0019267	ortholog_one2one	MGP_CASTEiJ_G0018821	ortholog_one2one	MGP_NODShiLtJ_G0019375	ortholog_one2one
MGP_129S1SvImJ_G0020750	ENSMUSG00000021565	ortholog_one2one	MGP_C3HHeJ_G0020497	ortholog_one2one	MGP_CASTEiJ_G0020014	ortholog_one2one	MGP_NODShiLtJ_G0020589	ortholog_one2one
MGP_129S1SvImJ_G0027711	ENSMUSG00000002227	ortholog_one2one	MGP_C3HHeJ_G0027413	ortholog_one2one	MGP_CASTEiJ_G0026869	ortholog_one2one	MGP_NODShiLtJ_G0027528	ortholog_one2one
MGP_129S1SvImJ_G0032483	ENSMUSG00000063394	ortholog_one2one	MGP_C3HHeJ_G0032183	ortholog_one2one	MGP_CASTEiJ_G0031509	ortholog_one2one	MGP_NODShiLtJ_G0032292	ortholog_one2one
MGP_129S1SvImJ_G0032477	ENSMUSG00000061549	ortholog_one2one	MGP_C3HHeJ_G0032177	ortholog_one2one	MGP_CASTEiJ_G0031504	ortholog_one2one	MGP_NODShiLtJ_G0032287	ortholog_one2one
MGP_129S1SvImJ_G0020667	ENSMUSG00000069805	ortholog_one2one	MGP_C3HHeJ_G0020414	ortholog_one2one	MGP_CASTEiJ_G0019930	ortholog_one2one	MGP_NODShiLtJ_G0020507	ortholog_one2one
MGP_129S1SvImJ_G0030156	ENSMUSG00000023079	ortholog_one2one	MGP_C3HHeJ_G0029850	ortholog_one2one	MGP_CASTEiJ_G0029259	ortholog_one2one	MGP_NODShiLtJ_G0029958	ortholog_one2one
MGP_129S1SvImJ_G0027030	ENSMUSG00000002455	ortholog_one2one	MGP_C3HHeJ_G0026746	ortholog_one2one	MGP_CASTEiJ_G0026205	ortholog_one2one	MGP_NODShiLtJ_G0026846	ortholog_one2one
MGP_129S1SvImJ_G0029777	ENSMUSG00000029334	ortholog_one2one	MGP_C3HHeJ_G0029476	ortholog_one2one	MGP_CASTEiJ_G0028887	ortholog_one2one	MGP_NODShiLtJ_G0029578	ortholog_one2one
MGP_129S1SvImJ_G0036111	ENSMUSG00000044348	ortholog_one2one	MGP_C3HHeJ_G0035787	ortholog_one2one	MGP_CASTEiJ_G0035078	ortholog_one2one	MGP_NODShiLtJ_G0035892	ortholog_one2one
MGP_129S1SvImJ_G0036134	ENSMUSG00000031432	ortholog_one2one	MGP_C3HHeJ_G0035811	ortholog_one2one	MGP_CASTEiJ_G0035102	ortholog_one2one	MGP_NODShiLtJ_G0035916	ortholog_one2one
MGP_129S1SvImJ_G0034563	ENSMUSG00000032125	ortholog_one2one	MGP_C3HHeJ_G0034246	ortholog_one2one	MGP_CASTEiJ_G0033567	ortholog_one2one	MGP_NODShiLtJ_G0034364	ortholog_one2one
MGP_129S1SvImJ_G0016571	ENSMUSG00000056220	ortholog_one2one	MGP_C3HHeJ_G0016339	ortholog_one2one	MGP_CASTEiJ_G0015918	ortholog_one2one	MGP_NODShiLtJ_G0016443	ortholog_one2one
MGP_129S1SvImJ_G0026499	ENSMUSG00000053552	ortholog_one2one	MGP_C3HHeJ_G0026218	ortholog_one2one	MGP_CASTEiJ_G0025679	ortholog_one2one	MGP_NODShiLtJ_G0026316	ortholog_one2one
MGP_129S1SvImJ_G0026858	ENSMUSG00000074596	ortholog_one2one	MGP_C3HHeJ_G0026575	ortholog_one2one	MGP_CASTEiJ_G0026035	ortholog_one2one	MGP_NODShiLtJ_G0026676	ortholog_one2one
MGP_129S1SvImJ_G0024084	ENSMUSG00000061130	ortholog_one2one			MGP_CASTEiJ_G0023288	ortholog_one2one	MGP_NODShiLtJ_G0023905	ortholog_one2one
MGP_129S1SvImJ_G0029494	ENSMUSG00000096361	ortholog_one2one	MGP_C3HHeJ_G0029194	ortholog_one2one	MGP_CASTEiJ_G0023049	ortholog_one2one		
MGP_129S1SvImJ_G0032871	ENSMUSG00000055320	ortholog_one2one	MGP_C3HHeJ_G0032569	ortholog_one2one	MGP_CASTEiJ_G0031897	ortholog_one2one	MGP_NODShiLtJ_G0032679	ortholog_one2one
MGP_129S1SvImJ_G0017216	ENSMUSG00000019909	ortholog_one2one	MGP_C3HHeJ_G0016975	ortholog_one2one	MGP_CASTEiJ_G0016549	ortholog_one2one	MGP_NODShiLtJ_G0017076	ortholog_one2one
MGP_129S1SvImJ_G0022368	ENSMUSG00000023034	ortholog_one2one	MGP_C3HHeJ_G0022104	ortholog_one2one	MGP_CASTEiJ_G0021629	ortholog_one2one	MGP_NODShiLtJ_G0022200	ortholog_one2one
MGP_129S1SvImJ_G0035801	ENSMUSG00000072479	ortholog_many2many	MGP_C3HHeJ_G0035474	ortholog_many2many				
MGP_129S1SvImJ_G0035801	ENSMUSG00000072479	ortholog_many2many	MGP_C3HHeJ_G0035523	ortholog_many2many				
MGP_129S1SvImJ_G0035801	ENSMUSG00000072479	ortholog_many2many	MGP_C3HHeJ_G0035476	ortholog_many2many				
MGP_129S1SvImJ_G0035801	ENSMUSG00000058328	ortholog_many2many	MGP_C3HHeJ_G0035474	ortholog_many2many				
MGP_129S1SvImJ_G0035801	ENSMUSG00000058328	ortholog_many2many	MGP_C3HHeJ_G0035523	ortholog_many2many				
MGP_129S1SvImJ_G0035801	ENSMUSG00000058328	ortholog_many2many	MGP_C3HHeJ_G0035476	ortholog_many2many				
MGP_129S1SvImJ_G0024243	ENSMUSG00000049357	ortholog_one2one	MGP_C3HHeJ_G0023977	ortholog_one2one	MGP_CASTEiJ_G0023452	ortholog_one2one	MGP_NODShiLtJ_G0024071	ortholog_one2one
MGP_129S1SvImJ_G0028346	ENSMUSG00000028389	ortholog_one2one	MGP_C3HHeJ_G0028045	ortholog_one2one	MGP_CASTEiJ_G0027481	ortholog_one2one	MGP_NODShiLtJ_G0028154	ortholog_one2one
MGP_129S1SvImJ_G0032435	ENSMUSG00000074826	ortholog_one2one	MGP_C3HHeJ_G0020439	ortholog_one2one	MGP_CASTEiJ_G0019956	ortholog_one2one	MGP_NODShiLtJ_G0020533	ortholog_one2one
MGP_129S1SvImJ_G0030169	ENSMUSG00000040532	ortholog_one2one	MGP_C3HHeJ_G0029863	ortholog_one2one	MGP_CASTEiJ_G0029272	ortholog_one2one	MGP_NODShiLtJ_G0029971	ortholog_one2one
MGP_129S1SvImJ_G0017363	ENSMUSG00000092360	ortholog_one2one	MGP_C3HHeJ_G0017124	ortholog_one2one	MGP_CASTEiJ_G0016695	ortholog_one2one	MGP_NODShiLtJ_G0017222	ortholog_one2one
MGP_129S1SvImJ_G0025575	ENSMUSG00000039476	ortholog_one2one	MGP_C3HHeJ_G0025310	ortholog_one2one	MGP_CASTEiJ_G0024772	ortholog_one2one	MGP_NODShiLtJ_G0025413	ortholog_one2one
MGP_129S1SvImJ_G0034920	ENSMUSG00000032249	ortholog_one2one	MGP_C3HHeJ_G0034603	ortholog_one2one	MGP_CASTEiJ_G0033924	ortholog_one2one	MGP_NODShiLtJ_G0034718	ortholog_one2one
MGP_129S1SvImJ_G0026881	ENSMUSG00000039849	ortholog_one2one	MGP_C3HHeJ_G0026599	ortholog_one2one	MGP_CASTEiJ_G0026057	ortholog_one2one	MGP_NODShiLtJ_G0026699	ortholog_one2one
MGP_129S1SvImJ_G0032731	ENSMUSG00000057770	ortholog_one2one	MGP_C3HHeJ_G0032428	ortholog_one2one	MGP_CASTEiJ_G0031756	ortholog_one2one	MGP_NODShiLtJ_G0032536	ortholog_one2many
MGP_129S1SvImJ_G0023916	ENSMUSG00000044469	ortholog_one2one	MGP_C3HHeJ_G0023640	ortholog_one2one	MGP_CASTEiJ_G0023123	ortholog_one2one	MGP_NODShiLtJ_G0023738	ortholog_one2one
MGP_129S1SvImJ_G0022268	ENSMUSG00000033237	ortholog_one2one	MGP_C3HHeJ_G0022003	ortholog_one2one	MGP_CASTEiJ_G0021525	ortholog_one2one	MGP_NODShiLtJ_G0022096	ortholog_one2one
MGP_129S1SvImJ_G0018135	ENSMUSG00000044949	ortholog_one2one	MGP_C3HHeJ_G0017890	ortholog_one2one	MGP_CASTEiJ_G0017454	ortholog_one2one	MGP_NODShiLtJ_G0017991	ortholog_one2one
MGP_129S1SvImJ_G0023050	ENSMUSG00000022957	ortholog_one2one	MGP_C3HHeJ_G0022781	ortholog_one2one	MGP_CASTEiJ_G0022300	ortholog_one2one	MGP_NODShiLtJ_G0022879	ortholog_one2one
MGP_129S1SvImJ_G0027678	ENSMUSG00000033147	ortholog_one2one	MGP_C3HHeJ_G0027379	ortholog_one2one	MGP_CASTEiJ_G0026835	ortholog_one2one	MGP_NODShiLtJ_G0027495	ortholog_one2one
MGP_129S1SvImJ_G0030386	ENSMUSG00000029644	ortholog_one2one	MGP_C3HHeJ_G0030082	ortholog_one2one	MGP_CASTEiJ_G0029484	ortholog_one2one	MGP_NODShiLtJ_G0030194	ortholog_one2one
MGP_129S1SvImJ_G0022001	ENSMUSG00000063354	ortholog_one2one	MGP_C3HHeJ_G0021740	ortholog_one2one	MGP_CASTEiJ_G0021259	ortholog_one2one	MGP_NODShiLtJ_G0021837	ortholog_one2one
MGP_129S1SvImJ_G0030941	ENSMUSG00000034744	ortholog_one2one	MGP_C3HHeJ_G0030790	ortholog_one2one	MGP_CASTEiJ_G0030029	ortholog_one2one	MGP_NODShiLtJ_G0030749	ortholog_one2one
MGP_129S1SvImJ_G0035827	ENSMUSG00000031387	ortholog_one2one	MGP_C3HHeJ_G0035498	ortholog_one2one	MGP_CASTEiJ_G0034789	ortholog_one2one	MGP_NODShiLtJ_G0035612	ortholog_one2one
MGP_129S1SvImJ_G0016253	ENSMUSG00000053333	ortholog_one2one	MGP_C3HHeJ_G0016019	ortholog_one2one	MGP_CASTEiJ_G0015604	ortholog_one2one	MGP_NODShiLtJ_G0016123	ortholog_one2one
MGP_129S1SvImJ_G0033552	ENSMUSG00000039470	ortholog_one2one	MGP_C3HHeJ_G0033240	ortholog_one2one	MGP_CASTEiJ_G0032568	ortholog_one2one	MGP_NODShiLtJ_G0033358	ortholog_one2one
MGP_129S1SvImJ_G0029210	ENSMUSG00000073684	ortholog_one2one	MGP_C3HHeJ_G0028912	ortholog_one2one	MGP_CASTEiJ_G0028325	ortholog_one2one	MGP_NODShiLtJ_G0029014	ortholog_one2one
MGP_129S1SvImJ_G0031334	ENSMUSG00000079299	ortholog_one2one	MGP_C3HHeJ_G0031036	ortholog_one2one	MGP_CASTEiJ_G0030415	ortholog_one2one	MGP_NODShiLtJ_G0031139	ortholog_one2one
MGP_129S1SvImJ_G0034360	ENSMUSG00000031936	ortholog_one2one	MGP_C3HHeJ_G0034043	ortholog_one2one	MGP_CASTEiJ_G0033370	ortholog_one2one	MGP_NODShiLtJ_G0034162	ortholog_one2one
MGP_129S1SvImJ_G0030726	ENSMUSG00000029819	ortholog_one2one	MGP_C3HHeJ_G0030420	ortholog_one2one	MGP_CASTEiJ_G0029824	ortholog_one2one	MGP_NODShiLtJ_G0030530	ortholog_one2one
