cast_gene,129_gene,nod_gene,c3h_gene,mouse_gene
MGP_CASTEiJ_G0032250,MGP_129S1SvImJ_G0033223,MGP_NODShiLtJ_G0033030,MGP_C3HHeJ_G0032920,ENSMUSG00000058886
MGP_CASTEiJ_G0020841,MGP_129S1SvImJ_G0021582,MGP_NODShiLtJ_G0021420,MGP_C3HHeJ_G0021324,ENSMUSG00000044350
MGP_CASTEiJ_G0005783,MGP_129S1SvImJ_G0005928,MGP_NODShiLtJ_G0005866,MGP_C3HHeJ_G0005847,ENSMUSG00000097067
MGP_CASTEiJ_G0007072,MGP_129S1SvImJ_G0007251,MGP_NODShiLtJ_G0007173,MGP_C3HHeJ_G0007170,ENSMUSG00000087475
MGP_CASTEiJ_G0023617,MGP_129S1SvImJ_G0024409,MGP_NODShiLtJ_G0024239,MGP_C3HHeJ_G0024143,ENSMUSG00000033184
MGP_CASTEiJ_G0005791,MGP_129S1SvImJ_G0005936,MGP_NODShiLtJ_G0005874,MGP_C3HHeJ_G0005855,ENSMUSG00000097377
MGP_CASTEiJ_G0027763,MGP_129S1SvImJ_G0028633,MGP_NODShiLtJ_G0028439,MGP_C3HHeJ_G0028329,ENSMUSG00000028689
MGP_CASTEiJ_G0031501,MGP_129S1SvImJ_G0032474,MGP_NODShiLtJ_G0032284,MGP_C3HHeJ_G0032174,ENSMUSG00000055571
MGP_CASTEiJ_G0029297,MGP_129S1SvImJ_G0030193,MGP_NODShiLtJ_G0029995,MGP_C3HHeJ_G0029887,ENSMUSG00000051391
MGP_CASTEiJ_G0031344,MGP_129S1SvImJ_G0032311,MGP_NODShiLtJ_G0032128,MGP_C3HHeJ_G0032015,ENSMUSG00000051504
MGP_CASTEiJ_G0005299,MGP_129S1SvImJ_G0005441,MGP_NODShiLtJ_G0005370,MGP_C3HHeJ_G0005356,ENSMUSG00000087220
MGP_CASTEiJ_G0015115,MGP_129S1SvImJ_G0015799,MGP_NODShiLtJ_G0015664,MGP_C3HHeJ_G0015556,ENSMUSG00000087159
MGP_CASTEiJ_G0021173,MGP_129S1SvImJ_G0021915,MGP_NODShiLtJ_G0021750,MGP_C3HHeJ_G0021654,ENSMUSG00000079022
MGP_CASTEiJ_G0008851,MGP_129S1SvImJ_G0009112,MGP_NODShiLtJ_G0008999,MGP_C3HHeJ_G0009017,ENSMUSG00000098976
MGP_CASTEiJ_G0031235,MGP_129S1SvImJ_G0032200,MGP_NODShiLtJ_G0032017,MGP_C3HHeJ_G0031907,ENSMUSG00000003429
MGP_CASTEiJ_G0031746,MGP_129S1SvImJ_G0032723,MGP_NODShiLtJ_G0032526,MGP_C3HHeJ_G0032419,ENSMUSG00000073924
MGP_CASTEiJ_G0035999,MGP_129S1SvImJ_G0037149,MGP_NODShiLtJ_G0036919,MGP_C3HHeJ_G0036810,ENSMUSG00000088353
MGP_CASTEiJ_G0017846,MGP_129S1SvImJ_G0018538,MGP_NODShiLtJ_G0018386,MGP_C3HHeJ_G0018291,ENSMUSG00000059552
MGP_CASTEiJ_G0007104,MGP_129S1SvImJ_G0007283,MGP_NODShiLtJ_G0007205,MGP_C3HHeJ_G0007202,ENSMUSG00000108580
MGP_CASTEiJ_G0033300,MGP_129S1SvImJ_G0034289,MGP_NODShiLtJ_G0034093,MGP_C3HHeJ_G0033973,ENSMUSG00000060212
MGP_CASTEiJ_G0017258,MGP_129S1SvImJ_G0017942,MGP_NODShiLtJ_G0017800,MGP_C3HHeJ_G0017696,ENSMUSG00000048745
MGP_CASTEiJ_G0024422,MGP_129S1SvImJ_G0025226,MGP_NODShiLtJ_G0025061,MGP_C3HHeJ_G0024957,ENSMUSG00000094219
MGP_CASTEiJ_G0037777,MGP_129S1SvImJ_G0038995,MGP_NODShiLtJ_G0038749,MGP_C3HHeJ_G0038637,ENSMUSG00000093277
MGP_CASTEiJ_G0033023,MGP_129S1SvImJ_G0034010,MGP_NODShiLtJ_G0033813,MGP_C3HHeJ_G0033696,ENSMUSG00000035770
MGP_CASTEiJ_G0020356,MGP_129S1SvImJ_G0021096,MGP_NODShiLtJ_G0020930,MGP_C3HHeJ_G0020831,ENSMUSG00000021991
MGP_CASTEiJ_G0029694,MGP_129S1SvImJ_G0030596,MGP_NODShiLtJ_G0030404,MGP_C3HHeJ_G0030292,ENSMUSG00000029923
MGP_CASTEiJ_G0035099,MGP_129S1SvImJ_G0036131,MGP_NODShiLtJ_G0035913,MGP_C3HHeJ_G0035808,ENSMUSG00000072944
MGP_CASTEiJ_G0033622,MGP_129S1SvImJ_G0034618,MGP_NODShiLtJ_G0034421,MGP_C3HHeJ_G0034301,ENSMUSG00000063221
MGP_CASTEiJ_G0007691,MGP_129S1SvImJ_G0007878,MGP_NODShiLtJ_G0007792,MGP_C3HHeJ_G0007797,ENSMUSG00000098600
MGP_CASTEiJ_G0034927,MGP_129S1SvImJ_G0035963,MGP_NODShiLtJ_G0035742,MGP_C3HHeJ_G0035640,ENSMUSG00000031314
MGP_CASTEiJ_G0018366,MGP_129S1SvImJ_G0019057,MGP_NODShiLtJ_G0018907,MGP_C3HHeJ_G0018812,ENSMUSG00000038216
MGP_CASTEiJ_G0034810,MGP_129S1SvImJ_G0035848,MGP_NODShiLtJ_G0035633,MGP_C3HHeJ_G0035519,ENSMUSG00000031400
MGP_CASTEiJ_G0005419,MGP_129S1SvImJ_G0005563,MGP_NODShiLtJ_G0005493,MGP_C3HHeJ_G0005476,ENSMUSG00000098784
MGP_CASTEiJ_G0023869,MGP_129S1SvImJ_G0024663,MGP_NODShiLtJ_G0024493,MGP_C3HHeJ_G0024397,ENSMUSG00000041845
MGP_CASTEiJ_G0033955,MGP_129S1SvImJ_G0034951,MGP_NODShiLtJ_G0034748,MGP_C3HHeJ_G0034634,ENSMUSG00000032392
MGP_CASTEiJ_G0029121,MGP_129S1SvImJ_G0030018,MGP_NODShiLtJ_G0029817,MGP_C3HHeJ_G0029713,ENSMUSG00000001168
MGP_CASTEiJ_G0032749,MGP_129S1SvImJ_G0033735,MGP_NODShiLtJ_G0033540,MGP_C3HHeJ_G0033424,ENSMUSG00000019261
MGP_CASTEiJ_G0026752,MGP_129S1SvImJ_G0027598,MGP_NODShiLtJ_G0027416,MGP_C3HHeJ_G0027302,ENSMUSG00000038543
MGP_CASTEiJ_G0036348,MGP_129S1SvImJ_G0037517,MGP_NODShiLtJ_G0037287,MGP_C3HHeJ_G0037177,ENSMUSG00000065742
MGP_CASTEiJ_G0036095,MGP_129S1SvImJ_G0037254,MGP_NODShiLtJ_G0037025,MGP_C3HHeJ_G0036914,ENSMUSG00000089124
MGP_CASTEiJ_G0017013,MGP_129S1SvImJ_G0017684,MGP_NODShiLtJ_G0017548,MGP_C3HHeJ_G0017450,ENSMUSG00000090035
MGP_CASTEiJ_G0021104,MGP_129S1SvImJ_G0021846,MGP_NODShiLtJ_G0021682,MGP_C3HHeJ_G0021587,ENSMUSG00000063727
MGP_CASTEiJ_G0021091,MGP_129S1SvImJ_G0021833,MGP_NODShiLtJ_G0021669,MGP_C3HHeJ_G0021574,ENSMUSG00000022340
MGP_CASTEiJ_G0036379,MGP_129S1SvImJ_G0037549,MGP_NODShiLtJ_G0037317,MGP_C3HHeJ_G0037208,ENSMUSG00000064928
MGP_CASTEiJ_G0032414,MGP_129S1SvImJ_G0033398,MGP_NODShiLtJ_G0033204,MGP_C3HHeJ_G0033092,ENSMUSG00000071176
MGP_CASTEiJ_G0008608,MGP_129S1SvImJ_G0008852,MGP_NODShiLtJ_G0008746,MGP_C3HHeJ_G0008765,ENSMUSG00000093311
MGP_CASTEiJ_G0021855,MGP_129S1SvImJ_G0022596,MGP_NODShiLtJ_G0022425,MGP_C3HHeJ_G0022327,ENSMUSG00000045521
MGP_CASTEiJ_G0021912,MGP_129S1SvImJ_G0022651,MGP_NODShiLtJ_G0022481,MGP_C3HHeJ_G0022382,ENSMUSG00000045983
MGP_CASTEiJ_G0018526,MGP_129S1SvImJ_G0019221,MGP_NODShiLtJ_G0019074,MGP_C3HHeJ_G0018972,ENSMUSG00000017311
MGP_CASTEiJ_G0023967,MGP_129S1SvImJ_G0024761,MGP_NODShiLtJ_G0024589,MGP_C3HHeJ_G0024495,ENSMUSG00000024949
MGP_CASTEiJ_G0036028,MGP_129S1SvImJ_G0037181,MGP_NODShiLtJ_G0036954,MGP_C3HHeJ_G0036843,ENSMUSG00000064395
MGP_CASTEiJ_G0016241,MGP_129S1SvImJ_G0016898,MGP_NODShiLtJ_G0016767,MGP_C3HHeJ_G0016659,ENSMUSG00000038576
MGP_CASTEiJ_G0005162,MGP_129S1SvImJ_G0005301,MGP_NODShiLtJ_G0005229,MGP_C3HHeJ_G0005215,ENSMUSG00000085338
MGP_CASTEiJ_G0016042,MGP_129S1SvImJ_G0016696,MGP_NODShiLtJ_G0016566,MGP_C3HHeJ_G0016462,ENSMUSG00000040723
MGP_CASTEiJ_G0035819,MGP_129S1SvImJ_G0036965,MGP_NODShiLtJ_G0036738,MGP_C3HHeJ_G0036630,ENSMUSG00000104737
MGP_CASTEiJ_G0017121,MGP_129S1SvImJ_G0017798,MGP_NODShiLtJ_G0017659,MGP_C3HHeJ_G0017561,ENSMUSG00000025432
MGP_CASTEiJ_G0014971,MGP_129S1SvImJ_G0015655,MGP_NODShiLtJ_G0015520,MGP_C3HHeJ_G0015415,ENSMUSG00000108113
MGP_CASTEiJ_G0021645,MGP_129S1SvImJ_G0022386,MGP_NODShiLtJ_G0022217,MGP_C3HHeJ_G0022119,ENSMUSG00000056605
MGP_CASTEiJ_G0027786,MGP_129S1SvImJ_G0028656,MGP_NODShiLtJ_G0028462,MGP_C3HHeJ_G0028352,ENSMUSG00000078588
MGP_CASTEiJ_G0036403,MGP_129S1SvImJ_G0037574,MGP_NODShiLtJ_G0037343,MGP_C3HHeJ_G0037233,ENSMUSG00000084581
MGP_CASTEiJ_G0035870,MGP_129S1SvImJ_G0037016,MGP_NODShiLtJ_G0036790,MGP_C3HHeJ_G0036682,ENSMUSG00000087016
MGP_CASTEiJ_G0008464,MGP_129S1SvImJ_G0008696,MGP_NODShiLtJ_G0008599,MGP_C3HHeJ_G0008615,ENSMUSG00000065431
MGP_CASTEiJ_G0008597,MGP_129S1SvImJ_G0008844,MGP_NODShiLtJ_G0008738,MGP_C3HHeJ_G0008757,ENSMUSG00000099254
MGP_CASTEiJ_G0024480,MGP_129S1SvImJ_G0025284,MGP_NODShiLtJ_G0025121,MGP_C3HHeJ_G0025015,ENSMUSG00000041362
MGP_CASTEiJ_G0006814,MGP_129S1SvImJ_G0006983,MGP_NODShiLtJ_G0006904,MGP_C3HHeJ_G0006970,ENSMUSG00000073018
MGP_CASTEiJ_G0034055,MGP_129S1SvImJ_G0035051,MGP_NODShiLtJ_G0034848,MGP_C3HHeJ_G0034733,ENSMUSG00000032355
MGP_CASTEiJ_G0028081,MGP_129S1SvImJ_G0028952,MGP_NODShiLtJ_G0028756,MGP_C3HHeJ_G0028649,ENSMUSG00000062585
MGP_CASTEiJ_G0014724,MGP_129S1SvImJ_G0015410,MGP_NODShiLtJ_G0015280,MGP_C3HHeJ_G0015173,ENSMUSG00000075416
MGP_CASTEiJ_G0023461,MGP_129S1SvImJ_G0024253,MGP_NODShiLtJ_G0024081,MGP_C3HHeJ_G0023986,ENSMUSG00000038418
MGP_CASTEiJ_G0037617,MGP_129S1SvImJ_G0038836,MGP_NODShiLtJ_G0038589,MGP_C3HHeJ_G0038477,ENSMUSG00000080364
MGP_CASTEiJ_G0031941,MGP_129S1SvImJ_G0032915,MGP_NODShiLtJ_G0032723,MGP_C3HHeJ_G0032613,ENSMUSG00000047026
MGP_CASTEiJ_G0007893,MGP_129S1SvImJ_G0008099,MGP_NODShiLtJ_G0008008,MGP_C3HHeJ_G0008013,ENSMUSG00000078027
MGP_CASTEiJ_G0008119,MGP_129S1SvImJ_G0008338,MGP_NODShiLtJ_G0008240,MGP_C3HHeJ_G0008251,ENSMUSG00000098445
MGP_CASTEiJ_G0018995,MGP_129S1SvImJ_G0019694,MGP_NODShiLtJ_G0019552,MGP_C3HHeJ_G0019442,ENSMUSG00000043153
MGP_CASTEiJ_G0036468,MGP_129S1SvImJ_G0037652,MGP_NODShiLtJ_G0037416,MGP_C3HHeJ_G0037301,ENSMUSG00000077433
MGP_CASTEiJ_G0037964,MGP_129S1SvImJ_G0039191,MGP_NODShiLtJ_G0038943,MGP_C3HHeJ_G0038831,ENSMUSG00000077214
MGP_CASTEiJ_G0033952,MGP_129S1SvImJ_G0034948,MGP_NODShiLtJ_G0034745,MGP_C3HHeJ_G0034631,ENSMUSG00000032393
MGP_CASTEiJ_G0032080,MGP_129S1SvImJ_G0033053,MGP_NODShiLtJ_G0032861,MGP_C3HHeJ_G0032751,ENSMUSG00000042308
MGP_CASTEiJ_G0018608,MGP_129S1SvImJ_G0019304,MGP_NODShiLtJ_G0019157,MGP_C3HHeJ_G0019055,ENSMUSG00000040592
MGP_CASTEiJ_G0023412,MGP_129S1SvImJ_G0024205,MGP_NODShiLtJ_G0024032,MGP_C3HHeJ_G0023938,ENSMUSG00000054745
MGP_CASTEiJ_G0019706,MGP_129S1SvImJ_G0020441,MGP_NODShiLtJ_G0020283,MGP_C3HHeJ_G0020190,ENSMUSG00000069248
MGP_CASTEiJ_G0038000,MGP_129S1SvImJ_G0039227,MGP_NODShiLtJ_G0038979,MGP_C3HHeJ_G0038867,ENSMUSG00000077381
MGP_CASTEiJ_G0017012,MGP_129S1SvImJ_G0017683,MGP_NODShiLtJ_G0017547,MGP_C3HHeJ_G0017449,ENSMUSG00000019952
MGP_CASTEiJ_G0008313,MGP_129S1SvImJ_G0008538,MGP_NODShiLtJ_G0008437,MGP_C3HHeJ_G0008454,ENSMUSG00000093138
MGP_CASTEiJ_G0016092,MGP_129S1SvImJ_G0016747,MGP_NODShiLtJ_G0016616,MGP_C3HHeJ_G0016511,ENSMUSG00000005681
MGP_CASTEiJ_G0030729,MGP_129S1SvImJ_G0031671,MGP_NODShiLtJ_G0031478,MGP_C3HHeJ_G0031371,ENSMUSG00000056394
MGP_CASTEiJ_G0007355,MGP_129S1SvImJ_G0007533,MGP_NODShiLtJ_G0007455,MGP_C3HHeJ_G0007451,ENSMUSG00000097468
MGP_CASTEiJ_G0027383,MGP_129S1SvImJ_G0028244,MGP_NODShiLtJ_G0028050,MGP_C3HHeJ_G0027943,ENSMUSG00000035572
MGP_CASTEiJ_G0020311,MGP_129S1SvImJ_G0021051,MGP_NODShiLtJ_G0020885,MGP_C3HHeJ_G0020787,ENSMUSG00000039197
MGP_CASTEiJ_G0029432,MGP_129S1SvImJ_G0030330,MGP_NODShiLtJ_G0030133,MGP_C3HHeJ_G0030027,ENSMUSG00000010825
MGP_CASTEiJ_G0028672,MGP_129S1SvImJ_G0029564,MGP_NODShiLtJ_G0029367,MGP_C3HHeJ_G0029264,ENSMUSG00000047881
MGP_CASTEiJ_G0005870,MGP_129S1SvImJ_G0006016,MGP_NODShiLtJ_G0005952,MGP_C3HHeJ_G0005935,ENSMUSG00000027345
MGP_CASTEiJ_G0037179,MGP_129S1SvImJ_G0038393,MGP_NODShiLtJ_G0038145,MGP_C3HHeJ_G0038033,ENSMUSG00000077704
MGP_CASTEiJ_G0015014,MGP_129S1SvImJ_G0015698,MGP_NODShiLtJ_G0015564,MGP_C3HHeJ_G0015459,ENSMUSG00000086742
MGP_CASTEiJ_G0007840,MGP_129S1SvImJ_G0008036,MGP_NODShiLtJ_G0007948,MGP_C3HHeJ_G0007953,ENSMUSG00000105984
MGP_CASTEiJ_G0032511,MGP_129S1SvImJ_G0033495,MGP_NODShiLtJ_G0033302,MGP_C3HHeJ_G0033185,ENSMUSG00000037234
MGP_CASTEiJ_G0030088,MGP_129S1SvImJ_G0031000,MGP_NODShiLtJ_G0030805,MGP_C3HHeJ_G0030731,ENSMUSG00000030056
MGP_CASTEiJ_G0032064,MGP_129S1SvImJ_G0033037,MGP_NODShiLtJ_G0032845,MGP_C3HHeJ_G0032735,ENSMUSG00000045251
MGP_CASTEiJ_G0020735,MGP_129S1SvImJ_G0021476,MGP_NODShiLtJ_G0021316,MGP_C3HHeJ_G0021218,ENSMUSG00000021978
MGP_CASTEiJ_G0006469,MGP_129S1SvImJ_G0006630,MGP_NODShiLtJ_G0006556,MGP_C3HHeJ_G0006546,ENSMUSG00000104800
MGP_CASTEiJ_G0019290,MGP_129S1SvImJ_G0020001,MGP_NODShiLtJ_G0019857,MGP_C3HHeJ_G0019744,ENSMUSG00000020964
MGP_CASTEiJ_G0023387,MGP_129S1SvImJ_G0024181,MGP_NODShiLtJ_G0024007,MGP_C3HHeJ_G0023913,ENSMUSG00000061808
MGP_CASTEiJ_G0030555,MGP_129S1SvImJ_G0031483,MGP_NODShiLtJ_G0031295,MGP_C3HHeJ_G0031187,ENSMUSG00000030256
MGP_CASTEiJ_G0014730,MGP_129S1SvImJ_G0015416,MGP_NODShiLtJ_G0015286,MGP_C3HHeJ_G0015179,ENSMUSG00000087062
MGP_CASTEiJ_G0019942,MGP_129S1SvImJ_G0020678,MGP_NODShiLtJ_G0020518,MGP_C3HHeJ_G0020425,ENSMUSG00000021477
MGP_CASTEiJ_G0024477,MGP_129S1SvImJ_G0025281,MGP_NODShiLtJ_G0025118,MGP_C3HHeJ_G0025012,ENSMUSG00000026931
MGP_CASTEiJ_G0032351,MGP_129S1SvImJ_G0033332,MGP_NODShiLtJ_G0033136,MGP_C3HHeJ_G0033027,ENSMUSG00000002949
MGP_CASTEiJ_G0005350,MGP_129S1SvImJ_G0005493,MGP_NODShiLtJ_G0005422,MGP_C3HHeJ_G0005408,ENSMUSG00000100475
MGP_CASTEiJ_G0030568,MGP_129S1SvImJ_G0031495,MGP_NODShiLtJ_G0031307,MGP_C3HHeJ_G0031199,ENSMUSG00000040121
MGP_CASTEiJ_G0024316,MGP_129S1SvImJ_G0025120,MGP_NODShiLtJ_G0024955,MGP_C3HHeJ_G0024851,ENSMUSG00000025013
MGP_CASTEiJ_G0022685,MGP_129S1SvImJ_G0023460,MGP_NODShiLtJ_G0023277,MGP_C3HHeJ_G0023184,ENSMUSG00000024007
MGP_CASTEiJ_G0036815,MGP_129S1SvImJ_G0038013,MGP_NODShiLtJ_G0037770,MGP_C3HHeJ_G0037658,ENSMUSG00000064550
MGP_CASTEiJ_G0026014,MGP_129S1SvImJ_G0026836,MGP_NODShiLtJ_G0026656,MGP_C3HHeJ_G0026553,ENSMUSG00000018209
MGP_CASTEiJ_G0016260,MGP_129S1SvImJ_G0016916,MGP_NODShiLtJ_G0016785,MGP_C3HHeJ_G0016677,ENSMUSG00000026615
MGP_CASTEiJ_G0016708,MGP_129S1SvImJ_G0017377,MGP_NODShiLtJ_G0017236,MGP_C3HHeJ_G0017138,ENSMUSG00000020229
MGP_CASTEiJ_G0020521,MGP_129S1SvImJ_G0021258,MGP_NODShiLtJ_G0021097,MGP_C3HHeJ_G0020997,ENSMUSG00000036023
MGP_CASTEiJ_G0034985,MGP_129S1SvImJ_G0036022,MGP_NODShiLtJ_G0035799,MGP_C3HHeJ_G0035698,ENSMUSG00000031246
MGP_CASTEiJ_G0025399,MGP_129S1SvImJ_G0026213,MGP_NODShiLtJ_G0026037,MGP_C3HHeJ_G0025935,ENSMUSG00000032679
MGP_CASTEiJ_G0027077,MGP_129S1SvImJ_G0027922,MGP_NODShiLtJ_G0027736,MGP_C3HHeJ_G0027621,ENSMUSG00000049349
MGP_CASTEiJ_G0018530,MGP_129S1SvImJ_G0019225,MGP_NODShiLtJ_G0019078,MGP_C3HHeJ_G0018976,ENSMUSG00000034793
MGP_CASTEiJ_G0023015,MGP_129S1SvImJ_G0023808,MGP_NODShiLtJ_G0023632,MGP_C3HHeJ_G0023534,ENSMUSG00000071074
MGP_CASTEiJ_G0030978,MGP_129S1SvImJ_G0031936,MGP_NODShiLtJ_G0031751,MGP_C3HHeJ_G0031643,ENSMUSG00000046750
MGP_CASTEiJ_G0018738,MGP_129S1SvImJ_G0019434,MGP_NODShiLtJ_G0019291,MGP_C3HHeJ_G0019183,ENSMUSG00000020810
MGP_CASTEiJ_G0018074,MGP_129S1SvImJ_G0018767,MGP_NODShiLtJ_G0018615,MGP_C3HHeJ_G0018520,ENSMUSG00000058546
MGP_CASTEiJ_G0017163,MGP_129S1SvImJ_G0017840,MGP_NODShiLtJ_G0017701,MGP_C3HHeJ_G0017603,ENSMUSG00000074639
MGP_CASTEiJ_G0006493,MGP_129S1SvImJ_G0006655,MGP_NODShiLtJ_G0006580,MGP_C3HHeJ_G0006571,ENSMUSG00000105352
MGP_CASTEiJ_G0025867,MGP_129S1SvImJ_G0026688,MGP_NODShiLtJ_G0026507,MGP_C3HHeJ_G0026406,ENSMUSG00000068040
MGP_CASTEiJ_G0015063,MGP_129S1SvImJ_G0015748,MGP_NODShiLtJ_G0015614,MGP_C3HHeJ_G0015508,ENSMUSG00000092581
MGP_CASTEiJ_G0023151,MGP_129S1SvImJ_G0023946,MGP_NODShiLtJ_G0023767,MGP_C3HHeJ_G0023669,ENSMUSG00000002661
MGP_CASTEiJ_G0024191,MGP_129S1SvImJ_G0024989,MGP_NODShiLtJ_G0024820,MGP_C3HHeJ_G0024722,ENSMUSG00000054178
MGP_CASTEiJ_G0021703,MGP_129S1SvImJ_G0022444,MGP_NODShiLtJ_G0022275,MGP_C3HHeJ_G0022177,ENSMUSG00000022489
MGP_CASTEiJ_G0019183,MGP_129S1SvImJ_G0019890,MGP_NODShiLtJ_G0019744,MGP_C3HHeJ_G0019633,ENSMUSG00000021131
MGP_CASTEiJ_G0035995,MGP_129S1SvImJ_G0037144,MGP_NODShiLtJ_G0036915,MGP_C3HHeJ_G0036806,ENSMUSG00000095121
MGP_CASTEiJ_G0014858,MGP_129S1SvImJ_G0015542,MGP_NODShiLtJ_G0015410,MGP_C3HHeJ_G0015304,ENSMUSG00000087623
MGP_CASTEiJ_G0014738,MGP_129S1SvImJ_G0015424,MGP_NODShiLtJ_G0015294,MGP_C3HHeJ_G0015187,ENSMUSG00000089902
MGP_CASTEiJ_G0020188,MGP_129S1SvImJ_G0020930,MGP_NODShiLtJ_G0020765,MGP_C3HHeJ_G0020669,ENSMUSG00000021701
MGP_CASTEiJ_G0036259,MGP_129S1SvImJ_G0037427,MGP_NODShiLtJ_G0037200,MGP_C3HHeJ_G0037085,ENSMUSG00000092835
MGP_CASTEiJ_G0004707,MGP_129S1SvImJ_G0004842,MGP_NODShiLtJ_G0004768,MGP_C3HHeJ_G0004753,ENSMUSG00000086795
MGP_CASTEiJ_G0033179,MGP_129S1SvImJ_G0034167,MGP_NODShiLtJ_G0033971,MGP_C3HHeJ_G0033852,ENSMUSG00000047388
MGP_CASTEiJ_G0024638,MGP_129S1SvImJ_G0025441,MGP_NODShiLtJ_G0025279,MGP_C3HHeJ_G0025175,ENSMUSG00000026956
MGP_CASTEiJ_G0024832,MGP_129S1SvImJ_G0025636,MGP_NODShiLtJ_G0025474,MGP_C3HHeJ_G0025370,ENSMUSG00000038740
MGP_CASTEiJ_G0019001,MGP_129S1SvImJ_G0019700,MGP_NODShiLtJ_G0019558,MGP_C3HHeJ_G0019448,ENSMUSG00000002565
MGP_CASTEiJ_G0017020,MGP_129S1SvImJ_G0017691,MGP_NODShiLtJ_G0017557,MGP_C3HHeJ_G0017459,ENSMUSG00000019971
MGP_CASTEiJ_G0019431,MGP_129S1SvImJ_G0020147,MGP_NODShiLtJ_G0019997,MGP_C3HHeJ_G0019890,ENSMUSG00000091402
MGP_CASTEiJ_G0022579,MGP_129S1SvImJ_G0023353,MGP_NODShiLtJ_G0023171,MGP_C3HHeJ_G0023077,ENSMUSG00000033825
MGP_CASTEiJ_G0018246,MGP_129S1SvImJ_G0018936,MGP_NODShiLtJ_G0018786,MGP_C3HHeJ_G0018691,ENSMUSG00000069763
MGP_CASTEiJ_G0025802,MGP_129S1SvImJ_G0026622,MGP_NODShiLtJ_G0026438,MGP_C3HHeJ_G0026340,ENSMUSG00000033156
MGP_CASTEiJ_G0022449,MGP_129S1SvImJ_G0023209,MGP_NODShiLtJ_G0023031,MGP_C3HHeJ_G0022936,ENSMUSG00000091259
MGP_CASTEiJ_G0019473,MGP_129S1SvImJ_G0020190,MGP_NODShiLtJ_G0020038,MGP_C3HHeJ_G0019933,ENSMUSG00000025321
MGP_CASTEiJ_G0031249,MGP_129S1SvImJ_G0032214,MGP_NODShiLtJ_G0032031,MGP_C3HHeJ_G0031921,ENSMUSG00000038239
MGP_CASTEiJ_G0007610,MGP_129S1SvImJ_G0007797,MGP_NODShiLtJ_G0007711,MGP_C3HHeJ_G0007717,ENSMUSG00000092889
MGP_CASTEiJ_G0034949,MGP_129S1SvImJ_G0035986,MGP_NODShiLtJ_G0035765,MGP_C3HHeJ_G0035663,ENSMUSG00000031330
MGP_CASTEiJ_G0008384,MGP_129S1SvImJ_G0008609,MGP_NODShiLtJ_G0008510,MGP_C3HHeJ_G0008527,ENSMUSG00000098489
MGP_CASTEiJ_G0025565,MGP_129S1SvImJ_G0026383,MGP_NODShiLtJ_G0026199,MGP_C3HHeJ_G0026103,ENSMUSG00000050619
MGP_CASTEiJ_G0015830,MGP_129S1SvImJ_G0016481,MGP_NODShiLtJ_G0016353,MGP_C3HHeJ_G0016250,ENSMUSG00000041757
MGP_CASTEiJ_G0018682,MGP_129S1SvImJ_G0019378,MGP_NODShiLtJ_G0019235,MGP_C3HHeJ_G0019127,ENSMUSG00000044788
MGP_CASTEiJ_G0033248,MGP_129S1SvImJ_G0034236,MGP_NODShiLtJ_G0034040,MGP_C3HHeJ_G0033920,ENSMUSG00000006362
MGP_CASTEiJ_G0007614,MGP_129S1SvImJ_G0007801,MGP_NODShiLtJ_G0007715,MGP_C3HHeJ_G0007721,ENSMUSG00000080487
MGP_CASTEiJ_G0021014,MGP_129S1SvImJ_G0021755,MGP_NODShiLtJ_G0021594,MGP_C3HHeJ_G0021498,ENSMUSG00000022265
MGP_CASTEiJ_G0035202,MGP_129S1SvImJ_G0036244,MGP_NODShiLtJ_G0036017,MGP_C3HHeJ_G0035913,ENSMUSG00000040808
MGP_CASTEiJ_G0025665,MGP_129S1SvImJ_G0026485,MGP_NODShiLtJ_G0026302,MGP_C3HHeJ_G0026204,ENSMUSG00000027397
MGP_CASTEiJ_G0035810,MGP_129S1SvImJ_G0036956,MGP_NODShiLtJ_G0036729,MGP_C3HHeJ_G0036621,ENSMUSG00000106197
MGP_CASTEiJ_G0014629,MGP_129S1SvImJ_G0015316,MGP_NODShiLtJ_G0015185,MGP_C3HHeJ_G0015078,ENSMUSG00000068463
MGP_CASTEiJ_G0017749,MGP_129S1SvImJ_G0018439,MGP_NODShiLtJ_G0018290,MGP_C3HHeJ_G0018192,ENSMUSG00000042436
MGP_CASTEiJ_G0004739,MGP_129S1SvImJ_G0004875,MGP_NODShiLtJ_G0004801,MGP_C3HHeJ_G0004786,ENSMUSG00000100301
MGP_CASTEiJ_G0020900,MGP_129S1SvImJ_G0021641,MGP_NODShiLtJ_G0021479,MGP_C3HHeJ_G0021383,ENSMUSG00000075478
MGP_CASTEiJ_G0006326,MGP_129S1SvImJ_G0006477,MGP_NODShiLtJ_G0006407,MGP_C3HHeJ_G0006393,ENSMUSG00000087361
MGP_CASTEiJ_G0016414,MGP_129S1SvImJ_G0017073,MGP_NODShiLtJ_G0016938,MGP_C3HHeJ_G0016833,ENSMUSG00000037455
MGP_CASTEiJ_G0033936,MGP_129S1SvImJ_G0034932,MGP_NODShiLtJ_G0034730,MGP_C3HHeJ_G0034615,ENSMUSG00000032402
MGP_CASTEiJ_G0007763,MGP_129S1SvImJ_G0007955,MGP_NODShiLtJ_G0007869,MGP_C3HHeJ_G0007874,ENSMUSG00000065429
