BL6_geneid,129_geneid,C3H_geneid,NOD_geneid,CAST_geneid
ENSMUSG00000086710::ENSMUSG00000086710,MGP_129S1SvImJ_G0005905::ENSMUSG00000086710,MGP_C3HHeJ_G0005824::ENSMUSG00000086710,MGP_NODShiLtJ_G0005843::ENSMUSG00000086710,MGP_CASTEiJ_G0005760::ENSMUSG00000086710
ENSMUSG00000087344::ENSMUSG00000087344,MGP_129S1SvImJ_G0006830::ENSMUSG00000087344,MGP_C3HHeJ_G0006745::ENSMUSG00000087344,MGP_NODShiLtJ_G0006754::ENSMUSG00000087344,MGP_CASTEiJ_G0006667::ENSMUSG00000087344
ENSMUSG00000107422::ENSMUSG00000107422,MGP_129S1SvImJ_G0006902::ENSMUSG00000107422,MGP_C3HHeJ_G0006817::ENSMUSG00000107422,MGP_NODShiLtJ_G0006824::ENSMUSG00000107422,MGP_CASTEiJ_G0006735::ENSMUSG00000107422
ENSMUSG00000102688::ENSMUSG00000102688,MGP_129S1SvImJ_G0005057::ENSMUSG00000102688,MGP_C3HHeJ_G0004969::ENSMUSG00000102688,MGP_NODShiLtJ_G0004983::ENSMUSG00000102688,MGP_CASTEiJ_G0004916::ENSMUSG00000102688
ENSMUSG00000103640::ENSMUSG00000103640,MGP_129S1SvImJ_G0005090::ENSMUSG00000103640,MGP_C3HHeJ_G0005003::ENSMUSG00000103640,MGP_NODShiLtJ_G0005016::ENSMUSG00000103640,MGP_CASTEiJ_G0004950::ENSMUSG00000103640
ENSMUSG00000097474::ENSMUSG00000097474,MGP_129S1SvImJ_G0007321::ENSMUSG00000097474,MGP_C3HHeJ_G0007240::ENSMUSG00000097474,MGP_NODShiLtJ_G0007243::ENSMUSG00000097474,MGP_CASTEiJ_G0007142::ENSMUSG00000097474
ENSMUSG00000108237::ENSMUSG00000108237,MGP_129S1SvImJ_G0007037::ENSMUSG00000108237,MGP_C3HHeJ_G0006915::ENSMUSG00000108237,MGP_NODShiLtJ_G0006959::ENSMUSG00000108237,MGP_CASTEiJ_G0006864::ENSMUSG00000108237
ENSMUSG00000097754::ENSMUSG00000097754,MGP_129S1SvImJ_G0004994::ENSMUSG00000097754,MGP_C3HHeJ_G0004906::ENSMUSG00000097754,MGP_NODShiLtJ_G0004920::ENSMUSG00000097754,MGP_CASTEiJ_G0004854::ENSMUSG00000097754
ENSMUSG00000092525::ENSMUSG00000092525,MGP_129S1SvImJ_G0005726::ENSMUSG00000092525,MGP_C3HHeJ_G0005641::ENSMUSG00000092525,MGP_NODShiLtJ_G0005659::ENSMUSG00000092525,MGP_CASTEiJ_G0005584::ENSMUSG00000092525
ENSMUSG00000099139::ENSMUSG00000099139,MGP_129S1SvImJ_G0007379::ENSMUSG00000099139,MGP_C3HHeJ_G0007297::ENSMUSG00000099139,MGP_NODShiLtJ_G0007300::ENSMUSG00000099139,MGP_CASTEiJ_G0007200::ENSMUSG00000099139
ENSMUSG00000074067::ENSMUSG00000074067,MGP_129S1SvImJ_G0007212::ENSMUSG00000074067,MGP_C3HHeJ_G0007131::ENSMUSG00000074067,MGP_NODShiLtJ_G0007134::ENSMUSG00000074067,MGP_CASTEiJ_G0007033::ENSMUSG00000074067
ENSMUSG00000098196::ENSMUSG00000098196,MGP_129S1SvImJ_G0005237::ENSMUSG00000098196,MGP_C3HHeJ_G0005151::ENSMUSG00000098196,MGP_NODShiLtJ_G0005166::ENSMUSG00000098196,MGP_CASTEiJ_G0005098::ENSMUSG00000098196
ENSMUSG00000104487::ENSMUSG00000104487,MGP_129S1SvImJ_G0005083::ENSMUSG00000104487,MGP_C3HHeJ_G0004996::ENSMUSG00000104487,MGP_NODShiLtJ_G0005009::ENSMUSG00000104487,MGP_CASTEiJ_G0004943::ENSMUSG00000104487
ENSMUSG00000100000::ENSMUSG00000100000,MGP_129S1SvImJ_G0005125::ENSMUSG00000100000,MGP_C3HHeJ_G0005038::ENSMUSG00000100000,MGP_NODShiLtJ_G0005052::ENSMUSG00000100000,MGP_CASTEiJ_G0004985::ENSMUSG00000100000
ENSMUSG00000097710::ENSMUSG00000097710,MGP_129S1SvImJ_G0005779::ENSMUSG00000097710,MGP_C3HHeJ_G0005695::ENSMUSG00000097710,MGP_NODShiLtJ_G0005713::ENSMUSG00000097710,MGP_CASTEiJ_G0005637::ENSMUSG00000097710
ENSMUSG00000106223::ENSMUSG00000106223,MGP_129S1SvImJ_G0006176::ENSMUSG00000106223,MGP_C3HHeJ_G0006094::ENSMUSG00000106223,MGP_NODShiLtJ_G0006112::ENSMUSG00000106223,MGP_CASTEiJ_G0006029::ENSMUSG00000106223
ENSMUSG00000102063::ENSMUSG00000102063,MGP_129S1SvImJ_G0004960::ENSMUSG00000102063,MGP_C3HHeJ_G0004872::ENSMUSG00000102063,MGP_NODShiLtJ_G0004887::ENSMUSG00000102063,MGP_CASTEiJ_G0004821::ENSMUSG00000102063
ENSMUSG00000108778::ENSMUSG00000108778,MGP_129S1SvImJ_G0007206::ENSMUSG00000108778,MGP_C3HHeJ_G0007124::ENSMUSG00000108778,MGP_NODShiLtJ_G0007128::ENSMUSG00000108778,MGP_CASTEiJ_G0007026::ENSMUSG00000108778
ENSMUSG00000097380::ENSMUSG00000097380,MGP_129S1SvImJ_G0007382::ENSMUSG00000097380,MGP_C3HHeJ_G0007300::ENSMUSG00000097380,MGP_NODShiLtJ_G0007303::ENSMUSG00000097380,MGP_CASTEiJ_G0007203::ENSMUSG00000097380
ENSMUSG00000100727::ENSMUSG00000100727,MGP_129S1SvImJ_G0005515::ENSMUSG00000100727,MGP_C3HHeJ_G0005430::ENSMUSG00000100727,MGP_NODShiLtJ_G0005444::ENSMUSG00000100727,MGP_CASTEiJ_G0005372::ENSMUSG00000100727
ENSMUSG00000101448::ENSMUSG00000101448,MGP_129S1SvImJ_G0005990::ENSMUSG00000101448,MGP_C3HHeJ_G0005909::ENSMUSG00000101448,MGP_NODShiLtJ_G0005926::ENSMUSG00000101448,MGP_CASTEiJ_G0005844::ENSMUSG00000101448
ENSMUSG00000075277::ENSMUSG00000075277,MGP_129S1SvImJ_G0005942::ENSMUSG00000075277,MGP_C3HHeJ_G0005861::ENSMUSG00000075277,MGP_NODShiLtJ_G0005880::ENSMUSG00000075277,MGP_CASTEiJ_G0005797::ENSMUSG00000075277
ENSMUSG00000097193::ENSMUSG00000097193,MGP_129S1SvImJ_G0007347::ENSMUSG00000097193,MGP_C3HHeJ_G0007266::ENSMUSG00000097193,MGP_NODShiLtJ_G0007268::ENSMUSG00000097193,MGP_CASTEiJ_G0007168::ENSMUSG00000097193
ENSMUSG00000085463::ENSMUSG00000085463,MGP_129S1SvImJ_G0005892::ENSMUSG00000085463,MGP_C3HHeJ_G0005811::ENSMUSG00000085463,MGP_NODShiLtJ_G0005830::ENSMUSG00000085463,MGP_CASTEiJ_G0005747::ENSMUSG00000085463
ENSMUSG00000100664::ENSMUSG00000100664,MGP_129S1SvImJ_G0007194::ENSMUSG00000100664,MGP_C3HHeJ_G0007112::ENSMUSG00000100664,MGP_NODShiLtJ_G0007116::ENSMUSG00000100664,MGP_CASTEiJ_G0007014::ENSMUSG00000100664
ENSMUSG00000097599::ENSMUSG00000097599,MGP_129S1SvImJ_G0006192::ENSMUSG00000097599,MGP_C3HHeJ_G0006110::ENSMUSG00000097599,MGP_NODShiLtJ_G0006128::ENSMUSG00000097599,MGP_CASTEiJ_G0006044::ENSMUSG00000097599
ENSMUSG00000096941::ENSMUSG00000096941,MGP_129S1SvImJ_G0004916::ENSMUSG00000096941,MGP_C3HHeJ_G0004828::ENSMUSG00000096941,MGP_NODShiLtJ_G0004844::ENSMUSG00000096941,MGP_CASTEiJ_G0004778::ENSMUSG00000096941
ENSMUSG00000102574::ENSMUSG00000102574,MGP_129S1SvImJ_G0006143::ENSMUSG00000102574,MGP_C3HHeJ_G0006060::ENSMUSG00000102574,MGP_NODShiLtJ_G0006078::ENSMUSG00000102574,MGP_CASTEiJ_G0005995::ENSMUSG00000102574
ENSMUSG00000098519::ENSMUSG00000098519,MGP_129S1SvImJ_G0007416::ENSMUSG00000098519,MGP_C3HHeJ_G0007334::ENSMUSG00000098519,MGP_NODShiLtJ_G0007337::ENSMUSG00000098519,MGP_CASTEiJ_G0007237::ENSMUSG00000098519
ENSMUSG00000086021::ENSMUSG00000086021,MGP_129S1SvImJ_G0007100::ENSMUSG00000086021,MGP_C3HHeJ_G0007017::ENSMUSG00000086021,MGP_NODShiLtJ_G0007022::ENSMUSG00000086021,MGP_CASTEiJ_G0006923::ENSMUSG00000086021
ENSMUSG00000097123::ENSMUSG00000097123,MGP_129S1SvImJ_G0006411::ENSMUSG00000097123,MGP_C3HHeJ_G0006327::ENSMUSG00000097123,MGP_NODShiLtJ_G0006342::ENSMUSG00000097123,MGP_CASTEiJ_G0006262::ENSMUSG00000097123
ENSMUSG00000085551::ENSMUSG00000085551,MGP_129S1SvImJ_G0005233::ENSMUSG00000085551,MGP_C3HHeJ_G0005147::ENSMUSG00000085551,MGP_NODShiLtJ_G0005162::ENSMUSG00000085551,MGP_CASTEiJ_G0005094::ENSMUSG00000085551
ENSMUSG00000097208::ENSMUSG00000097208,MGP_129S1SvImJ_G0005380::ENSMUSG00000097208,MGP_C3HHeJ_G0005294::ENSMUSG00000097208,MGP_NODShiLtJ_G0005308::ENSMUSG00000097208,MGP_CASTEiJ_G0005238::ENSMUSG00000097208
ENSMUSG00000087124::ENSMUSG00000087124,MGP_129S1SvImJ_G0006774::ENSMUSG00000087124,MGP_C3HHeJ_G0006689::ENSMUSG00000087124,MGP_NODShiLtJ_G0006699::ENSMUSG00000087124,MGP_CASTEiJ_G0006612::ENSMUSG00000087124
ENSMUSG00000097716::ENSMUSG00000097716,MGP_129S1SvImJ_G0006949::ENSMUSG00000097716,MGP_C3HHeJ_G0006864::ENSMUSG00000097716,MGP_NODShiLtJ_G0006869::ENSMUSG00000097716,MGP_CASTEiJ_G0006781::ENSMUSG00000097716
ENSMUSG00000101702::ENSMUSG00000101702,MGP_129S1SvImJ_G0004828::ENSMUSG00000101702,MGP_C3HHeJ_G0004739::ENSMUSG00000101702,MGP_NODShiLtJ_G0004754::ENSMUSG00000101702,MGP_CASTEiJ_G0004693::ENSMUSG00000101702
ENSMUSG00000085075::ENSMUSG00000085075,MGP_129S1SvImJ_G0004860::ENSMUSG00000085075,MGP_C3HHeJ_G0004771::ENSMUSG00000085075,MGP_NODShiLtJ_G0004786::ENSMUSG00000085075,MGP_CASTEiJ_G0004724::ENSMUSG00000085075
ENSMUSG00000101266::ENSMUSG00000101266,MGP_129S1SvImJ_G0005988::ENSMUSG00000101266,MGP_C3HHeJ_G0005907::ENSMUSG00000101266,MGP_NODShiLtJ_G0005924::ENSMUSG00000101266,MGP_CASTEiJ_G0005842::ENSMUSG00000101266
ENSMUSG00000105039::ENSMUSG00000105039,MGP_129S1SvImJ_G0006806::ENSMUSG00000105039,MGP_C3HHeJ_G0006721::ENSMUSG00000105039,MGP_NODShiLtJ_G0006730::ENSMUSG00000105039,MGP_CASTEiJ_G0006644::ENSMUSG00000105039
ENSMUSG00000073155::ENSMUSG00000073155,MGP_129S1SvImJ_G0006938::ENSMUSG00000073155,MGP_C3HHeJ_G0006853::ENSMUSG00000073155,MGP_NODShiLtJ_G0006859::ENSMUSG00000073155,MGP_CASTEiJ_G0006770::ENSMUSG00000073155
ENSMUSG00000056332::ENSMUSG00000056332,MGP_129S1SvImJ_G0005594::ENSMUSG00000056332,MGP_C3HHeJ_G0005508::ENSMUSG00000056332,MGP_NODShiLtJ_G0005524::ENSMUSG00000056332,MGP_CASTEiJ_G0005451::ENSMUSG00000056332
ENSMUSG00000106198::ENSMUSG00000106198,MGP_129S1SvImJ_G0006850::ENSMUSG00000106198,MGP_C3HHeJ_G0006765::ENSMUSG00000106198,MGP_NODShiLtJ_G0006772::ENSMUSG00000106198,MGP_CASTEiJ_G0006684::ENSMUSG00000106198
ENSMUSG00000104847::ENSMUSG00000104847,MGP_129S1SvImJ_G0006638::ENSMUSG00000104847,MGP_C3HHeJ_G0006554::ENSMUSG00000104847,MGP_NODShiLtJ_G0006563::ENSMUSG00000104847,MGP_CASTEiJ_G0006476::ENSMUSG00000104847
ENSMUSG00000108383::ENSMUSG00000108383,MGP_129S1SvImJ_G0007203::ENSMUSG00000108383,MGP_C3HHeJ_G0007121::ENSMUSG00000108383,MGP_NODShiLtJ_G0007125::ENSMUSG00000108383,MGP_CASTEiJ_G0007023::ENSMUSG00000108383
ENSMUSG00000097624::ENSMUSG00000097624,MGP_129S1SvImJ_G0005693::ENSMUSG00000097624,MGP_C3HHeJ_G0005608::ENSMUSG00000097624,MGP_NODShiLtJ_G0005625::ENSMUSG00000097624,MGP_CASTEiJ_G0005550::ENSMUSG00000097624
ENSMUSG00000096936::ENSMUSG00000096936,MGP_129S1SvImJ_G0006582::ENSMUSG00000096936,MGP_C3HHeJ_G0006497::ENSMUSG00000096936,MGP_NODShiLtJ_G0006509::ENSMUSG00000096936,MGP_CASTEiJ_G0006425::ENSMUSG00000096936
ENSMUSG00000108161::ENSMUSG00000108161,MGP_129S1SvImJ_G0007097::ENSMUSG00000108161,MGP_C3HHeJ_G0007014::ENSMUSG00000108161,MGP_NODShiLtJ_G0007019::ENSMUSG00000108161,MGP_CASTEiJ_G0006920::ENSMUSG00000108161
ENSMUSG00000096996::ENSMUSG00000096996,MGP_129S1SvImJ_G0005840::ENSMUSG00000096996,MGP_C3HHeJ_G0005758::ENSMUSG00000096996,MGP_NODShiLtJ_G0005777::ENSMUSG00000096996,MGP_CASTEiJ_G0005695::ENSMUSG00000096996
ENSMUSG00000087574::ENSMUSG00000087574,MGP_129S1SvImJ_G0005279::ENSMUSG00000087574,MGP_C3HHeJ_G0005193::ENSMUSG00000087574,MGP_NODShiLtJ_G0005208::ENSMUSG00000087574,MGP_CASTEiJ_G0005140::ENSMUSG00000087574
ENSMUSG00000086904::ENSMUSG00000086904,MGP_129S1SvImJ_G0005894::ENSMUSG00000086904,MGP_C3HHeJ_G0005813::ENSMUSG00000086904,MGP_NODShiLtJ_G0005832::ENSMUSG00000086904,MGP_CASTEiJ_G0005749::ENSMUSG00000086904
ENSMUSG00000105851::ENSMUSG00000105851,MGP_129S1SvImJ_G0006837::ENSMUSG00000105851,MGP_C3HHeJ_G0006752::ENSMUSG00000105851,MGP_NODShiLtJ_G0006761::ENSMUSG00000105851,MGP_CASTEiJ_G0006674::ENSMUSG00000105851
ENSMUSG00000085912::ENSMUSG00000085912,MGP_129S1SvImJ_G0005713::ENSMUSG00000085912,MGP_C3HHeJ_G0005629::ENSMUSG00000085912,MGP_NODShiLtJ_G0005646::ENSMUSG00000085912,MGP_CASTEiJ_G0005571::ENSMUSG00000085912
ENSMUSG00000087179::ENSMUSG00000087179,MGP_129S1SvImJ_G0006052::ENSMUSG00000087179,MGP_C3HHeJ_G0005969::ENSMUSG00000087179,MGP_NODShiLtJ_G0005988::ENSMUSG00000087179,MGP_CASTEiJ_G0005906::ENSMUSG00000087179
ENSMUSG00000099938::ENSMUSG00000099938,MGP_129S1SvImJ_G0004905::ENSMUSG00000099938,MGP_C3HHeJ_G0004817::ENSMUSG00000099938,MGP_NODShiLtJ_G0004833::ENSMUSG00000099938,MGP_CASTEiJ_G0004767::ENSMUSG00000099938
ENSMUSG00000105991::ENSMUSG00000105991,MGP_129S1SvImJ_G0007434::ENSMUSG00000105991,MGP_C3HHeJ_G0007351::ENSMUSG00000105991,MGP_NODShiLtJ_G0007355::ENSMUSG00000105991,MGP_CASTEiJ_G0007255::ENSMUSG00000105991
ENSMUSG00000086892::ENSMUSG00000086892,MGP_129S1SvImJ_G0005190::ENSMUSG00000086892,MGP_C3HHeJ_G0005104::ENSMUSG00000086892,MGP_NODShiLtJ_G0005119::ENSMUSG00000086892,MGP_CASTEiJ_G0005051::ENSMUSG00000086892
ENSMUSG00000086749::ENSMUSG00000086749,MGP_129S1SvImJ_G0005178::ENSMUSG00000086749,MGP_C3HHeJ_G0005092::ENSMUSG00000086749,MGP_NODShiLtJ_G0005107::ENSMUSG00000086749,MGP_CASTEiJ_G0005039::ENSMUSG00000086749
ENSMUSG00000086887::ENSMUSG00000086887,MGP_129S1SvImJ_G0007093::ENSMUSG00000086887,MGP_C3HHeJ_G0007010::ENSMUSG00000086887,MGP_NODShiLtJ_G0007015::ENSMUSG00000086887,MGP_CASTEiJ_G0006916::ENSMUSG00000086887
ENSMUSG00000097651::ENSMUSG00000097651,MGP_129S1SvImJ_G0007442::ENSMUSG00000097651,MGP_C3HHeJ_G0007359::ENSMUSG00000097651,MGP_NODShiLtJ_G0007363::ENSMUSG00000097651,MGP_CASTEiJ_G0007263::ENSMUSG00000097651
ENSMUSG00000101894::ENSMUSG00000101894,MGP_129S1SvImJ_G0006903::ENSMUSG00000101894,MGP_C3HHeJ_G0006818::ENSMUSG00000101894,MGP_NODShiLtJ_G0006825::ENSMUSG00000101894,MGP_CASTEiJ_G0006736::ENSMUSG00000101894
ENSMUSG00000101549::ENSMUSG00000101549,MGP_129S1SvImJ_G0004967::ENSMUSG00000101549,MGP_C3HHeJ_G0004879::ENSMUSG00000101549,MGP_NODShiLtJ_G0004894::ENSMUSG00000101549,MGP_CASTEiJ_G0004828::ENSMUSG00000101549
ENSMUSG00000085744::ENSMUSG00000085744,MGP_129S1SvImJ_G0005231::ENSMUSG00000085744,MGP_C3HHeJ_G0005145::ENSMUSG00000085744,MGP_NODShiLtJ_G0005160::ENSMUSG00000085744,MGP_CASTEiJ_G0005092::ENSMUSG00000085744
ENSMUSG00000103334::ENSMUSG00000103334,MGP_129S1SvImJ_G0006356::ENSMUSG00000103334,MGP_C3HHeJ_G0006274::ENSMUSG00000103334,MGP_NODShiLtJ_G0006290::ENSMUSG00000103334,MGP_CASTEiJ_G0006208::ENSMUSG00000103334
ENSMUSG00000103923::ENSMUSG00000103923,MGP_129S1SvImJ_G0005078::ENSMUSG00000103923,MGP_C3HHeJ_G0004991::ENSMUSG00000103923,MGP_NODShiLtJ_G0005004::ENSMUSG00000103923,MGP_CASTEiJ_G0004938::ENSMUSG00000103923
ENSMUSG00000086558::ENSMUSG00000086558,MGP_129S1SvImJ_G0006055::ENSMUSG00000086558,MGP_C3HHeJ_G0005972::ENSMUSG00000086558,MGP_NODShiLtJ_G0005991::ENSMUSG00000086558,MGP_CASTEiJ_G0005909::ENSMUSG00000086558
ENSMUSG00000086658::ENSMUSG00000086658,MGP_129S1SvImJ_G0006085::ENSMUSG00000086658,MGP_C3HHeJ_G0006002::ENSMUSG00000086658,MGP_NODShiLtJ_G0006021::ENSMUSG00000086658,MGP_CASTEiJ_G0005939::ENSMUSG00000086658
ENSMUSG00000100430::ENSMUSG00000100430,MGP_129S1SvImJ_G0005806::ENSMUSG00000100430,MGP_C3HHeJ_G0005722::ENSMUSG00000100430,MGP_NODShiLtJ_G0005740::ENSMUSG00000100430,MGP_CASTEiJ_G0005663::ENSMUSG00000100430
ENSMUSG00000097469::ENSMUSG00000097469,MGP_129S1SvImJ_G0007404::ENSMUSG00000097469,MGP_C3HHeJ_G0007322::ENSMUSG00000097469,MGP_NODShiLtJ_G0007325::ENSMUSG00000097469,MGP_CASTEiJ_G0007225::ENSMUSG00000097469
ENSMUSG00000100291::ENSMUSG00000100291,MGP_129S1SvImJ_G0007000::ENSMUSG00000100291,MGP_C3HHeJ_G0006953::ENSMUSG00000100291,MGP_NODShiLtJ_G0006921::ENSMUSG00000100291,MGP_CASTEiJ_G0006830::ENSMUSG00000100291
ENSMUSG00000096917::ENSMUSG00000096917,MGP_129S1SvImJ_G0007328::ENSMUSG00000096917,MGP_C3HHeJ_G0007247::ENSMUSG00000096917,MGP_NODShiLtJ_G0007250::ENSMUSG00000096917,MGP_CASTEiJ_G0007149::ENSMUSG00000096917
ENSMUSG00000086523::ENSMUSG00000086523,MGP_129S1SvImJ_G0005913::ENSMUSG00000086523,MGP_C3HHeJ_G0005832::ENSMUSG00000086523,MGP_NODShiLtJ_G0005851::ENSMUSG00000086523,MGP_CASTEiJ_G0005768::ENSMUSG00000086523
ENSMUSG00000086019::ENSMUSG00000086019,MGP_129S1SvImJ_G0007102::ENSMUSG00000086019,MGP_C3HHeJ_G0007019::ENSMUSG00000086019,MGP_NODShiLtJ_G0007024::ENSMUSG00000086019,MGP_CASTEiJ_G0006925::ENSMUSG00000086019
ENSMUSG00000100627::ENSMUSG00000100627,MGP_129S1SvImJ_G0005002::ENSMUSG00000100627,MGP_C3HHeJ_G0004914::ENSMUSG00000100627,MGP_NODShiLtJ_G0004929::ENSMUSG00000100627,MGP_CASTEiJ_G0004862::ENSMUSG00000100627
ENSMUSG00000097676::ENSMUSG00000097676,MGP_129S1SvImJ_G0005763::ENSMUSG00000097676,MGP_C3HHeJ_G0005678::ENSMUSG00000097676,MGP_NODShiLtJ_G0005695::ENSMUSG00000097676,MGP_CASTEiJ_G0005621::ENSMUSG00000097676
ENSMUSG00000099266::ENSMUSG00000099266,MGP_129S1SvImJ_G0007468::ENSMUSG00000099266,MGP_C3HHeJ_G0007385::ENSMUSG00000099266,MGP_NODShiLtJ_G0007389::ENSMUSG00000099266,MGP_CASTEiJ_G0007289::ENSMUSG00000099266
ENSMUSG00000106230::ENSMUSG00000106230,MGP_129S1SvImJ_G0006312::ENSMUSG00000106230,MGP_C3HHeJ_G0006231::ENSMUSG00000106230,MGP_NODShiLtJ_G0006247::ENSMUSG00000106230,MGP_CASTEiJ_G0006164::ENSMUSG00000106230
ENSMUSG00000102362::ENSMUSG00000102362,MGP_129S1SvImJ_G0006209::ENSMUSG00000102362,MGP_C3HHeJ_G0006127::ENSMUSG00000102362,MGP_NODShiLtJ_G0006145::ENSMUSG00000102362,MGP_CASTEiJ_G0006061::ENSMUSG00000102362
ENSMUSG00000102852::ENSMUSG00000102852,MGP_129S1SvImJ_G0005013::ENSMUSG00000102852,MGP_C3HHeJ_G0004925::ENSMUSG00000102852,MGP_NODShiLtJ_G0004940::ENSMUSG00000102852,MGP_CASTEiJ_G0004873::ENSMUSG00000102852
ENSMUSG00000106464::ENSMUSG00000106464,MGP_129S1SvImJ_G0006639::ENSMUSG00000106464,MGP_C3HHeJ_G0006555::ENSMUSG00000106464,MGP_NODShiLtJ_G0006564::ENSMUSG00000106464,MGP_CASTEiJ_G0006477::ENSMUSG00000106464
ENSMUSG00000097850::ENSMUSG00000097850,MGP_129S1SvImJ_G0005091::ENSMUSG00000097850,MGP_C3HHeJ_G0005004::ENSMUSG00000097850,MGP_NODShiLtJ_G0005017::ENSMUSG00000097850,MGP_CASTEiJ_G0004951::ENSMUSG00000097850
ENSMUSG00000056418::ENSMUSG00000056418,MGP_129S1SvImJ_G0007485::ENSMUSG00000056418,MGP_C3HHeJ_G0007402::ENSMUSG00000056418,MGP_NODShiLtJ_G0007406::ENSMUSG00000056418,MGP_CASTEiJ_G0007305::ENSMUSG00000056418
ENSMUSG00000097240::ENSMUSG00000097240,MGP_129S1SvImJ_G0007515::ENSMUSG00000097240,MGP_C3HHeJ_G0007432::ENSMUSG00000097240,MGP_NODShiLtJ_G0007436::ENSMUSG00000097240,MGP_CASTEiJ_G0007336::ENSMUSG00000097240
ENSMUSG00000087501::ENSMUSG00000087501,MGP_129S1SvImJ_G0005205::ENSMUSG00000087501,MGP_C3HHeJ_G0005119::ENSMUSG00000087501,MGP_NODShiLtJ_G0005134::ENSMUSG00000087501,MGP_CASTEiJ_G0005066::ENSMUSG00000087501
ENSMUSG00000087540::ENSMUSG00000087540,MGP_129S1SvImJ_G0006449::ENSMUSG00000087540,MGP_C3HHeJ_G0006365::ENSMUSG00000087540,MGP_NODShiLtJ_G0006379::ENSMUSG00000087540,MGP_CASTEiJ_G0006298::ENSMUSG00000087540
ENSMUSG00000097457::ENSMUSG00000097457,MGP_129S1SvImJ_G0005220::ENSMUSG00000097457,MGP_C3HHeJ_G0005134::ENSMUSG00000097457,MGP_NODShiLtJ_G0005149::ENSMUSG00000097457,MGP_CASTEiJ_G0005081::ENSMUSG00000097457
ENSMUSG00000105106::ENSMUSG00000105106,MGP_129S1SvImJ_G0006585::ENSMUSG00000105106,MGP_C3HHeJ_G0006500::ENSMUSG00000105106,MGP_NODShiLtJ_G0006511::ENSMUSG00000105106,MGP_CASTEiJ_G0006427::ENSMUSG00000105106
ENSMUSG00000086943::ENSMUSG00000086943,MGP_129S1SvImJ_G0005257::ENSMUSG00000086943,MGP_C3HHeJ_G0005171::ENSMUSG00000086943,MGP_NODShiLtJ_G0005186::ENSMUSG00000086943,MGP_CASTEiJ_G0005118::ENSMUSG00000086943
ENSMUSG00000108480::ENSMUSG00000108480,MGP_129S1SvImJ_G0007198::ENSMUSG00000108480,MGP_C3HHeJ_G0007116::ENSMUSG00000108480,MGP_NODShiLtJ_G0007120::ENSMUSG00000108480,MGP_CASTEiJ_G0007018::ENSMUSG00000108480
ENSMUSG00000098434::ENSMUSG00000098434,MGP_129S1SvImJ_G0007348::ENSMUSG00000098434,MGP_C3HHeJ_G0007267::ENSMUSG00000098434,MGP_NODShiLtJ_G0007269::ENSMUSG00000098434,MGP_CASTEiJ_G0007169::ENSMUSG00000098434
ENSMUSG00000086732::ENSMUSG00000086732,MGP_129S1SvImJ_G0006926::ENSMUSG00000086732,MGP_C3HHeJ_G0006841::ENSMUSG00000086732,MGP_NODShiLtJ_G0006847::ENSMUSG00000086732,MGP_CASTEiJ_G0006758::ENSMUSG00000086732
ENSMUSG00000086931::ENSMUSG00000086931,MGP_129S1SvImJ_G0006923::ENSMUSG00000086931,MGP_C3HHeJ_G0006838::ENSMUSG00000086931,MGP_NODShiLtJ_G0006844::ENSMUSG00000086931,MGP_CASTEiJ_G0006755::ENSMUSG00000086931
ENSMUSG00000097912::ENSMUSG00000097912,MGP_129S1SvImJ_G0007227::ENSMUSG00000097912,MGP_C3HHeJ_G0007146::ENSMUSG00000097912,MGP_NODShiLtJ_G0007149::ENSMUSG00000097912,MGP_CASTEiJ_G0007048::ENSMUSG00000097912
ENSMUSG00000099696::ENSMUSG00000099696,MGP_129S1SvImJ_G0007433::ENSMUSG00000099696,MGP_C3HHeJ_G0007350::ENSMUSG00000099696,MGP_NODShiLtJ_G0007354::ENSMUSG00000099696,MGP_CASTEiJ_G0007254::ENSMUSG00000099696
ENSMUSG00000085120::ENSMUSG00000085120,MGP_129S1SvImJ_G0005400::ENSMUSG00000085120,MGP_C3HHeJ_G0005314::ENSMUSG00000085120,MGP_NODShiLtJ_G0005328::ENSMUSG00000085120,MGP_CASTEiJ_G0005258::ENSMUSG00000085120
ENSMUSG00000100670::ENSMUSG00000100670,MGP_129S1SvImJ_G0007201::ENSMUSG00000100670,MGP_C3HHeJ_G0007119::ENSMUSG00000100670,MGP_NODShiLtJ_G0007123::ENSMUSG00000100670,MGP_CASTEiJ_G0007021::ENSMUSG00000100670
ENSMUSG00000097087::ENSMUSG00000097087,MGP_129S1SvImJ_G0007388::ENSMUSG00000097087,MGP_C3HHeJ_G0007306::ENSMUSG00000097087,MGP_NODShiLtJ_G0007309::ENSMUSG00000097087,MGP_CASTEiJ_G0007209::ENSMUSG00000097087
ENSMUSG00000103409::ENSMUSG00000103409,MGP_129S1SvImJ_G0007505::ENSMUSG00000103409,MGP_C3HHeJ_G0007422::ENSMUSG00000103409,MGP_NODShiLtJ_G0007426::ENSMUSG00000103409,MGP_CASTEiJ_G0007325::ENSMUSG00000103409
ENSMUSG00000087617::ENSMUSG00000087617,MGP_129S1SvImJ_G0006072::ENSMUSG00000087617,MGP_C3HHeJ_G0005989::ENSMUSG00000087617,MGP_NODShiLtJ_G0006008::ENSMUSG00000087617,MGP_CASTEiJ_G0005926::ENSMUSG00000087617
