BL6_geneid,129_geneid,C3H_geneid,CAST_geneid,NOD_geneid
ENSMUSG00000078620::ENSMUSG00000078620,MGP_129S1SvImJ_G0027696::ENSMUSG00000078620,MGP_C3HHeJ_G0027398::ENSMUSG00000078620,MGP_CASTEiJ_G0026854::ENSMUSG00000078620,MGP_NODShiLtJ_G0027513::ENSMUSG00000078620
ENSMUSG00000017978::ENSMUSG00000017978,MGP_129S1SvImJ_G0030488::ENSMUSG00000017978,MGP_C3HHeJ_G0030184::ENSMUSG00000017978,MGP_CASTEiJ_G0029586::ENSMUSG00000017978,MGP_NODShiLtJ_G0030296::ENSMUSG00000017978
ENSMUSG00000020309::ENSMUSG00000020309,MGP_129S1SvImJ_G0018120::ENSMUSG00000020309,MGP_C3HHeJ_G0017875::ENSMUSG00000020309,MGP_CASTEiJ_G0017437::ENSMUSG00000020309,MGP_NODShiLtJ_G0017976::ENSMUSG00000020309
ENSMUSG00000028776::ENSMUSG00000028776,MGP_129S1SvImJ_G0028845::ENSMUSG00000028776,MGP_C3HHeJ_G0028541::ENSMUSG00000028776,MGP_CASTEiJ_G0027973::ENSMUSG00000028776,MGP_NODShiLtJ_G0028649::ENSMUSG00000028776
ENSMUSG00000029860::ENSMUSG00000029860,MGP_129S1SvImJ_G0030648::ENSMUSG00000029860,MGP_C3HHeJ_G0030344::ENSMUSG00000029860,MGP_CASTEiJ_G0029748::ENSMUSG00000029860,MGP_NODShiLtJ_G0030454::ENSMUSG00000029860
ENSMUSG00000029122::ENSMUSG00000029122,MGP_129S1SvImJ_G0029500::ENSMUSG00000029122,MGP_C3HHeJ_G0029200::ENSMUSG00000029122,MGP_CASTEiJ_G0028608::ENSMUSG00000029122,MGP_NODShiLtJ_G0029303::ENSMUSG00000029122
ENSMUSG00000045795::ENSMUSG00000045795,MGP_129S1SvImJ_G0032432::ENSMUSG00000045795,MGP_C3HHeJ_G0032136::ENSMUSG00000045795,MGP_CASTEiJ_G0031464::ENSMUSG00000045795,MGP_NODShiLtJ_G0032249::ENSMUSG00000045795
ENSMUSG00000055024::ENSMUSG00000055024,MGP_129S1SvImJ_G0022115::ENSMUSG00000055024,MGP_C3HHeJ_G0021853::ENSMUSG00000055024,MGP_CASTEiJ_G0021373::ENSMUSG00000055024,MGP_NODShiLtJ_G0021945::ENSMUSG00000055024
ENSMUSG00000026374::ENSMUSG00000026374,MGP_129S1SvImJ_G0016389::ENSMUSG00000026374,MGP_C3HHeJ_G0016158::ENSMUSG00000026374,MGP_CASTEiJ_G0015739::ENSMUSG00000026374,MGP_NODShiLtJ_G0016261::ENSMUSG00000026374
ENSMUSG00000030161::ENSMUSG00000030161,MGP_129S1SvImJ_G0031351::ENSMUSG00000030161,MGP_C3HHeJ_G0031053::ENSMUSG00000030161,MGP_CASTEiJ_G0030431::ENSMUSG00000030161,MGP_NODShiLtJ_G0031158::ENSMUSG00000030161
ENSMUSG00000091109::ENSMUSG00000091109,MGP_129S1SvImJ_G0020851::ENSMUSG00000091109,MGP_C3HHeJ_G0020595::ENSMUSG00000091109,MGP_CASTEiJ_G0020113::ENSMUSG00000091109,MGP_NODShiLtJ_G0020688::ENSMUSG00000091109
ENSMUSG00000034959::ENSMUSG00000034959,MGP_129S1SvImJ_G0021565::ENSMUSG00000034959,MGP_C3HHeJ_G0021307::ENSMUSG00000034959,MGP_CASTEiJ_G0020824::ENSMUSG00000034959,MGP_NODShiLtJ_G0021403::ENSMUSG00000034959
ENSMUSG00000032532::ENSMUSG00000032532,MGP_129S1SvImJ_G0035442::ENSMUSG00000032532,MGP_C3HHeJ_G0035126::ENSMUSG00000032532,MGP_CASTEiJ_G0034431::ENSMUSG00000032532,MGP_NODShiLtJ_G0035241::ENSMUSG00000032532
ENSMUSG00000044595::ENSMUSG00000044595,MGP_129S1SvImJ_G0024290::ENSMUSG00000044595,MGP_C3HHeJ_G0024023::ENSMUSG00000044595,MGP_CASTEiJ_G0023498::ENSMUSG00000044595,MGP_NODShiLtJ_G0024118::ENSMUSG00000044595
ENSMUSG00000098004::ENSMUSG00000098004,MGP_129S1SvImJ_G0026182::ENSMUSG00000098004,MGP_C3HHeJ_G0025903::ENSMUSG00000098004,MGP_CASTEiJ_G0025368::ENSMUSG00000098004,MGP_NODShiLtJ_G0026006::ENSMUSG00000098004
ENSMUSG00000024659::ENSMUSG00000024659,MGP_129S1SvImJ_G0024972::ENSMUSG00000024659,MGP_C3HHeJ_G0024706::ENSMUSG00000024659,MGP_CASTEiJ_G0024174::ENSMUSG00000024659,MGP_NODShiLtJ_G0024804::ENSMUSG00000024659
ENSMUSG00000061099::ENSMUSG00000061099,MGP_129S1SvImJ_G0032042::ENSMUSG00000061099,MGP_C3HHeJ_G0031745::ENSMUSG00000061099,MGP_CASTEiJ_G0031079::ENSMUSG00000061099,MGP_NODShiLtJ_G0031856::ENSMUSG00000061099
ENSMUSG00000045005::ENSMUSG00000045005,MGP_129S1SvImJ_G0016098::ENSMUSG00000045005,MGP_C3HHeJ_G0015868::ENSMUSG00000045005,MGP_CASTEiJ_G0015451::ENSMUSG00000045005,MGP_NODShiLtJ_G0015964::ENSMUSG00000045005
ENSMUSG00000040283::ENSMUSG00000040283,MGP_129S1SvImJ_G0018221::ENSMUSG00000040283,MGP_C3HHeJ_G0017974::ENSMUSG00000040283,MGP_CASTEiJ_G0017537::ENSMUSG00000040283,MGP_NODShiLtJ_G0018074::ENSMUSG00000040283
ENSMUSG00000083193::ENSMUSG00000083193,MGP_129S1SvImJ_G0020127::ENSMUSG00000083193,MGP_C3HHeJ_G0019870::ENSMUSG00000083193,MGP_CASTEiJ_G0019411::ENSMUSG00000083193,MGP_NODShiLtJ_G0019977::ENSMUSG00000083193
ENSMUSG00000042672::ENSMUSG00000042672,MGP_129S1SvImJ_G0027433::ENSMUSG00000042672,MGP_C3HHeJ_G0027148::ENSMUSG00000042672,MGP_CASTEiJ_G0026594::ENSMUSG00000042672,MGP_NODShiLtJ_G0027248::ENSMUSG00000042672
ENSMUSG00000022421::ENSMUSG00000022421,MGP_129S1SvImJ_G0022086::ENSMUSG00000022421,MGP_C3HHeJ_G0021824::ENSMUSG00000022421,MGP_CASTEiJ_G0021345::ENSMUSG00000022421,MGP_NODShiLtJ_G0021916::ENSMUSG00000022421
ENSMUSG00000048878::ENSMUSG00000048878,MGP_129S1SvImJ_G0019256::ENSMUSG00000048878,MGP_C3HHeJ_G0019007::ENSMUSG00000048878,MGP_CASTEiJ_G0018561::ENSMUSG00000048878,MGP_NODShiLtJ_G0019109::ENSMUSG00000048878
ENSMUSG00000028004::ENSMUSG00000028004,MGP_129S1SvImJ_G0027328::ENSMUSG00000028004,MGP_C3HHeJ_G0027045::ENSMUSG00000028004,MGP_CASTEiJ_G0026492::ENSMUSG00000028004,MGP_NODShiLtJ_G0027143::ENSMUSG00000028004
ENSMUSG00000049871::ENSMUSG00000049871,MGP_129S1SvImJ_G0022457::ENSMUSG00000049871,MGP_C3HHeJ_G0022190::ENSMUSG00000049871,MGP_CASTEiJ_G0021717::ENSMUSG00000049871,MGP_NODShiLtJ_G0022288::ENSMUSG00000049871
ENSMUSG00000035963::ENSMUSG00000035963,MGP_129S1SvImJ_G0017449::ENSMUSG00000035963,MGP_C3HHeJ_G0017212::ENSMUSG00000035963,MGP_CASTEiJ_G0016779::ENSMUSG00000035963,MGP_NODShiLtJ_G0017310::ENSMUSG00000035963
ENSMUSG00000029695::ENSMUSG00000029695,MGP_129S1SvImJ_G0030486::ENSMUSG00000029695,MGP_C3HHeJ_G0030182::ENSMUSG00000029695,MGP_CASTEiJ_G0029584::ENSMUSG00000029695,MGP_NODShiLtJ_G0030294::ENSMUSG00000029695
ENSMUSG00000024767::ENSMUSG00000024767,MGP_129S1SvImJ_G0024785::ENSMUSG00000024767,MGP_C3HHeJ_G0024520::ENSMUSG00000024767,MGP_CASTEiJ_G0023992::ENSMUSG00000024767,MGP_NODShiLtJ_G0024614::ENSMUSG00000024767
ENSMUSG00000005667::ENSMUSG00000005667,MGP_129S1SvImJ_G0030928::ENSMUSG00000005667,MGP_C3HHeJ_G0030803::ENSMUSG00000005667,MGP_CASTEiJ_G0030016::ENSMUSG00000005667,MGP_NODShiLtJ_G0030736::ENSMUSG00000005667
ENSMUSG00000054792::ENSMUSG00000054792,MGP_129S1SvImJ_G0035348::ENSMUSG00000054792,MGP_C3HHeJ_G0035032::ENSMUSG00000054792,MGP_CASTEiJ_G0034337::ENSMUSG00000054792,MGP_NODShiLtJ_G0035145::ENSMUSG00000054792
ENSMUSG00000033831::ENSMUSG00000033831,MGP_129S1SvImJ_G0027333::ENSMUSG00000033831,MGP_C3HHeJ_G0027050::ENSMUSG00000033831,MGP_CASTEiJ_G0026497::ENSMUSG00000033831,MGP_NODShiLtJ_G0027148::ENSMUSG00000033831
ENSMUSG00000040152::ENSMUSG00000040152,MGP_129S1SvImJ_G0026311::ENSMUSG00000040152,MGP_C3HHeJ_G0026031::ENSMUSG00000040152,MGP_CASTEiJ_G0025493::ENSMUSG00000040152,MGP_NODShiLtJ_G0026127::ENSMUSG00000040152
ENSMUSG00000070645::ENSMUSG00000070645,MGP_129S1SvImJ_G0016485::ENSMUSG00000070645,MGP_C3HHeJ_G0016254::ENSMUSG00000070645,MGP_CASTEiJ_G0015834::ENSMUSG00000070645,MGP_NODShiLtJ_G0016357::ENSMUSG00000070645
ENSMUSG00000034266::ENSMUSG00000034266,MGP_129S1SvImJ_G0019963::ENSMUSG00000034266,MGP_C3HHeJ_G0019706::ENSMUSG00000034266,MGP_CASTEiJ_G0019256::ENSMUSG00000034266,MGP_NODShiLtJ_G0019817::ENSMUSG00000034266
ENSMUSG00000051435::ENSMUSG00000051435,MGP_129S1SvImJ_G0029062::ENSMUSG00000051435,MGP_C3HHeJ_G0028760::ENSMUSG00000051435,MGP_CASTEiJ_G0028192::ENSMUSG00000051435,MGP_NODShiLtJ_G0028867::ENSMUSG00000051435
ENSMUSG00000024592::ENSMUSG00000024592,MGP_129S1SvImJ_G0024446::ENSMUSG00000024592,MGP_C3HHeJ_G0024179::ENSMUSG00000024592,MGP_CASTEiJ_G0023653::ENSMUSG00000024592,MGP_NODShiLtJ_G0024276::ENSMUSG00000024592
ENSMUSG00000032512::ENSMUSG00000032512,MGP_129S1SvImJ_G0035424::ENSMUSG00000032512,MGP_C3HHeJ_G0035109::ENSMUSG00000032512,MGP_CASTEiJ_G0034413::ENSMUSG00000032512,MGP_NODShiLtJ_G0035223::ENSMUSG00000032512
ENSMUSG00000056494::ENSMUSG00000056494,MGP_129S1SvImJ_G0028079::ENSMUSG00000056494,MGP_C3HHeJ_G0027778::ENSMUSG00000056494,MGP_CASTEiJ_G0027233::ENSMUSG00000056494,MGP_NODShiLtJ_G0027893::ENSMUSG00000056494
ENSMUSG00000047102::ENSMUSG00000047102,MGP_129S1SvImJ_G0030641::ENSMUSG00000047102,MGP_C3HHeJ_G0030337::ENSMUSG00000047102,MGP_CASTEiJ_G0029741::ENSMUSG00000047102,MGP_NODShiLtJ_G0030447::ENSMUSG00000047102
ENSMUSG00000025232::ENSMUSG00000025232,MGP_129S1SvImJ_G0034901::ENSMUSG00000025232,MGP_C3HHeJ_G0034584::ENSMUSG00000025232,MGP_CASTEiJ_G0033905::ENSMUSG00000025232,MGP_NODShiLtJ_G0034699::ENSMUSG00000025232
ENSMUSG00000015291::ENSMUSG00000015291,MGP_129S1SvImJ_G0035840::ENSMUSG00000015291,MGP_C3HHeJ_G0035511::ENSMUSG00000015291,MGP_CASTEiJ_G0034802::ENSMUSG00000015291,MGP_NODShiLtJ_G0035625::ENSMUSG00000015291
ENSMUSG00000068074::ENSMUSG00000068074,MGP_129S1SvImJ_G0023008::ENSMUSG00000068074,MGP_C3HHeJ_G0022739::ENSMUSG00000068074,MGP_CASTEiJ_G0022259::ENSMUSG00000068074,MGP_NODShiLtJ_G0022837::ENSMUSG00000068074
ENSMUSG00000045106::ENSMUSG00000045106,MGP_129S1SvImJ_G0026224::ENSMUSG00000045106,MGP_C3HHeJ_G0025945::ENSMUSG00000045106,MGP_CASTEiJ_G0025409::ENSMUSG00000045106,MGP_NODShiLtJ_G0026047::ENSMUSG00000045106
ENSMUSG00000028403::ENSMUSG00000028403,MGP_129S1SvImJ_G0028399::ENSMUSG00000028403,MGP_C3HHeJ_G0028095::ENSMUSG00000028403,MGP_CASTEiJ_G0027536::ENSMUSG00000028403,MGP_NODShiLtJ_G0028208::ENSMUSG00000028403
ENSMUSG00000030744::ENSMUSG00000030744,MGP_129S1SvImJ_G0032551::ENSMUSG00000030744,MGP_C3HHeJ_G0032251::ENSMUSG00000030744,MGP_CASTEiJ_G0031578::ENSMUSG00000030744,MGP_NODShiLtJ_G0032359::ENSMUSG00000030744
ENSMUSG00000048351::ENSMUSG00000048351,MGP_129S1SvImJ_G0028552::ENSMUSG00000048351,MGP_C3HHeJ_G0028248::ENSMUSG00000048351,MGP_CASTEiJ_G0027684::ENSMUSG00000048351,MGP_NODShiLtJ_G0028359::ENSMUSG00000048351
ENSMUSG00000048550::ENSMUSG00000048550,MGP_129S1SvImJ_G0025388::ENSMUSG00000048550,MGP_C3HHeJ_G0025121::ENSMUSG00000048550,MGP_CASTEiJ_G0024585::ENSMUSG00000048550,MGP_NODShiLtJ_G0025226::ENSMUSG00000048550
ENSMUSG00000040363::ENSMUSG00000040363,MGP_129S1SvImJ_G0035566::ENSMUSG00000040363,MGP_C3HHeJ_G0035253::ENSMUSG00000040363,MGP_CASTEiJ_G0034545::ENSMUSG00000040363,MGP_NODShiLtJ_G0035365::ENSMUSG00000040363
ENSMUSG00000022053::ENSMUSG00000022053,MGP_129S1SvImJ_G0021503::ENSMUSG00000022053,MGP_C3HHeJ_G0021245::ENSMUSG00000022053,MGP_CASTEiJ_G0020762::ENSMUSG00000022053,MGP_NODShiLtJ_G0021343::ENSMUSG00000022053
ENSMUSG00000003746::ENSMUSG00000003746,MGP_129S1SvImJ_G0017233::ENSMUSG00000003746,MGP_C3HHeJ_G0016993::ENSMUSG00000003746,MGP_CASTEiJ_G0016566::ENSMUSG00000003746,MGP_NODShiLtJ_G0017094::ENSMUSG00000003746
ENSMUSG00000035437::ENSMUSG00000035437,MGP_129S1SvImJ_G0025696::ENSMUSG00000035437,MGP_C3HHeJ_G0025429::ENSMUSG00000035437,MGP_CASTEiJ_G0024892::ENSMUSG00000035437,MGP_NODShiLtJ_G0025533::ENSMUSG00000035437
ENSMUSG00000019301::ENSMUSG00000019301,MGP_129S1SvImJ_G0019177::ENSMUSG00000019301,MGP_C3HHeJ_G0018928::ENSMUSG00000019301,MGP_CASTEiJ_G0018482::ENSMUSG00000019301,MGP_NODShiLtJ_G0019030::ENSMUSG00000019301
ENSMUSG00000071064::ENSMUSG00000071064,MGP_129S1SvImJ_G0033809::ENSMUSG00000071064,MGP_C3HHeJ_G0033494::ENSMUSG00000071064,MGP_CASTEiJ_G0032825::ENSMUSG00000071064,MGP_NODShiLtJ_G0033614::ENSMUSG00000071064
ENSMUSG00000061259::ENSMUSG00000061259,MGP_129S1SvImJ_G0029668::ENSMUSG00000061259,MGP_C3HHeJ_G0029368::ENSMUSG00000061259,MGP_CASTEiJ_G0028776::ENSMUSG00000061259,MGP_NODShiLtJ_G0029471::ENSMUSG00000061259
ENSMUSG00000019791::ENSMUSG00000019791,MGP_129S1SvImJ_G0017117::ENSMUSG00000019791,MGP_C3HHeJ_G0016877::ENSMUSG00000019791,MGP_CASTEiJ_G0016456::ENSMUSG00000019791,MGP_NODShiLtJ_G0016981::ENSMUSG00000019791
ENSMUSG00000022041::ENSMUSG00000022041,MGP_129S1SvImJ_G0021492::ENSMUSG00000022041,MGP_C3HHeJ_G0021234::ENSMUSG00000022041,MGP_CASTEiJ_G0020751::ENSMUSG00000022041,MGP_NODShiLtJ_G0021332::ENSMUSG00000022041
ENSMUSG00000022889::ENSMUSG00000022889,MGP_129S1SvImJ_G0022967::ENSMUSG00000022889,MGP_C3HHeJ_G0022699::ENSMUSG00000022889,MGP_CASTEiJ_G0022221::ENSMUSG00000022889,MGP_NODShiLtJ_G0022796::ENSMUSG00000022889
ENSMUSG00000021336::ENSMUSG00000021336,MGP_129S1SvImJ_G0020372::ENSMUSG00000021336,MGP_C3HHeJ_G0020123::ENSMUSG00000021336,MGP_CASTEiJ_G0019640::ENSMUSG00000021336,MGP_NODShiLtJ_G0020214::ENSMUSG00000021336
ENSMUSG00000024936::ENSMUSG00000024936,MGP_129S1SvImJ_G0024723::ENSMUSG00000024936,MGP_C3HHeJ_G0024457::ENSMUSG00000024936,MGP_CASTEiJ_G0023929::ENSMUSG00000024936,MGP_NODShiLtJ_G0024552::ENSMUSG00000024936
ENSMUSG00000040747::ENSMUSG00000040747,MGP_129S1SvImJ_G0027737::ENSMUSG00000040747,MGP_C3HHeJ_G0027439::ENSMUSG00000040747,MGP_CASTEiJ_G0026895::ENSMUSG00000040747,MGP_NODShiLtJ_G0027554::ENSMUSG00000040747
ENSMUSG00000074997::ENSMUSG00000074997,MGP_129S1SvImJ_G0026220::ENSMUSG00000074997,MGP_C3HHeJ_G0025941::ENSMUSG00000074997,MGP_CASTEiJ_G0025405::ENSMUSG00000074997,MGP_NODShiLtJ_G0026043::ENSMUSG00000074997
ENSMUSG00000055541::ENSMUSG00000055541,MGP_129S1SvImJ_G0031536::ENSMUSG00000055541,MGP_C3HHeJ_G0031239::ENSMUSG00000055541,MGP_CASTEiJ_G0030603::ENSMUSG00000055541,MGP_NODShiLtJ_G0031347::ENSMUSG00000055541
ENSMUSG00000020115::ENSMUSG00000020115,MGP_129S1SvImJ_G0017783::ENSMUSG00000020115,MGP_C3HHeJ_G0017546::ENSMUSG00000020115,MGP_CASTEiJ_G0017106::ENSMUSG00000020115,MGP_NODShiLtJ_G0017645::ENSMUSG00000020115
ENSMUSG00000051242::ENSMUSG00000051242,MGP_129S1SvImJ_G0024318::ENSMUSG00000051242,MGP_C3HHeJ_G0024051::ENSMUSG00000051242,MGP_CASTEiJ_G0023527::ENSMUSG00000051242,MGP_NODShiLtJ_G0024147::ENSMUSG00000051242
ENSMUSG00000047444::ENSMUSG00000047444,MGP_129S1SvImJ_G0018682::ENSMUSG00000047444,MGP_C3HHeJ_G0018435::ENSMUSG00000047444,MGP_CASTEiJ_G0017990::ENSMUSG00000047444,MGP_NODShiLtJ_G0018530::ENSMUSG00000047444
ENSMUSG00000025357::ENSMUSG00000025357,MGP_129S1SvImJ_G0017880::ENSMUSG00000025357,MGP_C3HHeJ_G0017642::ENSMUSG00000025357,MGP_CASTEiJ_G0017203::ENSMUSG00000025357,MGP_NODShiLtJ_G0017741::ENSMUSG00000025357
ENSMUSG00000040013::ENSMUSG00000040013,MGP_129S1SvImJ_G0030179::ENSMUSG00000040013,MGP_C3HHeJ_G0029873::ENSMUSG00000040013,MGP_CASTEiJ_G0029282::ENSMUSG00000040013,MGP_NODShiLtJ_G0029981::ENSMUSG00000040013
ENSMUSG00000037708::ENSMUSG00000037708,MGP_129S1SvImJ_G0025377::ENSMUSG00000037708,MGP_C3HHeJ_G0025110::ENSMUSG00000037708,MGP_CASTEiJ_G0024574::ENSMUSG00000037708,MGP_NODShiLtJ_G0025215::ENSMUSG00000037708
ENSMUSG00000055235::ENSMUSG00000055235,MGP_129S1SvImJ_G0029354::ENSMUSG00000055235,MGP_C3HHeJ_G0029051::ENSMUSG00000055235,MGP_CASTEiJ_G0028463::ENSMUSG00000055235,MGP_NODShiLtJ_G0029156::ENSMUSG00000055235
ENSMUSG00000031451::ENSMUSG00000031451,MGP_129S1SvImJ_G0033382::ENSMUSG00000031451,MGP_C3HHeJ_G0033076::ENSMUSG00000031451,MGP_CASTEiJ_G0032398::ENSMUSG00000031451,MGP_NODShiLtJ_G0033185::ENSMUSG00000031451
ENSMUSG00000026388::ENSMUSG00000026388,MGP_129S1SvImJ_G0016404::ENSMUSG00000026388,MGP_C3HHeJ_G0016173::ENSMUSG00000026388,MGP_CASTEiJ_G0015754::ENSMUSG00000026388,MGP_NODShiLtJ_G0016276::ENSMUSG00000026388
ENSMUSG00000024087::ENSMUSG00000024087,MGP_129S1SvImJ_G0024053::ENSMUSG00000024087,MGP_C3HHeJ_G0023776::ENSMUSG00000024087,MGP_CASTEiJ_G0023256::ENSMUSG00000024087,MGP_NODShiLtJ_G0023873::ENSMUSG00000024087
ENSMUSG00000059486::ENSMUSG00000059486,MGP_129S1SvImJ_G0030781::ENSMUSG00000059486,MGP_C3HHeJ_G0030475::ENSMUSG00000059486,MGP_CASTEiJ_G0029878::ENSMUSG00000059486,MGP_NODShiLtJ_G0030585::ENSMUSG00000059486
ENSMUSG00000014355::ENSMUSG00000014355,MGP_129S1SvImJ_G0026474::ENSMUSG00000014355,MGP_C3HHeJ_G0026193::ENSMUSG00000014355,MGP_CASTEiJ_G0025654::ENSMUSG00000014355,MGP_NODShiLtJ_G0026291::ENSMUSG00000014355
ENSMUSG00000026304::ENSMUSG00000026304,MGP_129S1SvImJ_G0016299::ENSMUSG00000026304,MGP_C3HHeJ_G0016065::ENSMUSG00000026304,MGP_CASTEiJ_G0015650::ENSMUSG00000026304,MGP_NODShiLtJ_G0016168::ENSMUSG00000026304
ENSMUSG00000024587::ENSMUSG00000024587,MGP_129S1SvImJ_G0024504::ENSMUSG00000024587,MGP_C3HHeJ_G0024238::ENSMUSG00000024587,MGP_CASTEiJ_G0023711::ENSMUSG00000024587,MGP_NODShiLtJ_G0024333::ENSMUSG00000024587
ENSMUSG00000008226::ENSMUSG00000008226,MGP_129S1SvImJ_G0025836::ENSMUSG00000008226,MGP_C3HHeJ_G0025568::ENSMUSG00000008226,MGP_CASTEiJ_G0025032::ENSMUSG00000008226,MGP_NODShiLtJ_G0025673::ENSMUSG00000008226
ENSMUSG00000040424::ENSMUSG00000040424,MGP_129S1SvImJ_G0031915::ENSMUSG00000040424,MGP_C3HHeJ_G0031621::ENSMUSG00000040424,MGP_CASTEiJ_G0030956::ENSMUSG00000040424,MGP_NODShiLtJ_G0031729::ENSMUSG00000040424
ENSMUSG00000024925::ENSMUSG00000024925,MGP_129S1SvImJ_G0024717::ENSMUSG00000024925,MGP_C3HHeJ_G0024451::ENSMUSG00000024925,MGP_CASTEiJ_G0023923::ENSMUSG00000024925,MGP_NODShiLtJ_G0024546::ENSMUSG00000024925
ENSMUSG00000068814::ENSMUSG00000068814,MGP_129S1SvImJ_G0026028::ENSMUSG00000068814,MGP_C3HHeJ_G0025756::ENSMUSG00000068814,MGP_CASTEiJ_G0025215::ENSMUSG00000068814,MGP_NODShiLtJ_G0025858::ENSMUSG00000068814
ENSMUSG00000046079::ENSMUSG00000046079,MGP_129S1SvImJ_G0029827::ENSMUSG00000046079,MGP_C3HHeJ_G0029525::ENSMUSG00000046079,MGP_CASTEiJ_G0028939::ENSMUSG00000046079,MGP_NODShiLtJ_G0029628::ENSMUSG00000046079
ENSMUSG00000094858::ENSMUSG00000094858,MGP_129S1SvImJ_G0026268::ENSMUSG00000094858,MGP_C3HHeJ_G0025986::ENSMUSG00000094858,MGP_CASTEiJ_G0025452::ENSMUSG00000094858,MGP_NODShiLtJ_G0026084::ENSMUSG00000094858
ENSMUSG00000022667::ENSMUSG00000022667,MGP_129S1SvImJ_G0022843::ENSMUSG00000022667,MGP_C3HHeJ_G0022573::ENSMUSG00000022667,MGP_CASTEiJ_G0022099::ENSMUSG00000022667,MGP_NODShiLtJ_G0022670::ENSMUSG00000022667
ENSMUSG00000074384::ENSMUSG00000074384,MGP_129S1SvImJ_G0033546::ENSMUSG00000074384,MGP_C3HHeJ_G0033234::ENSMUSG00000074384,MGP_CASTEiJ_G0032561::ENSMUSG00000074384,MGP_NODShiLtJ_G0033352::ENSMUSG00000074384
ENSMUSG00000021457::ENSMUSG00000021457,MGP_129S1SvImJ_G0020557::ENSMUSG00000021457,MGP_C3HHeJ_G0020306::ENSMUSG00000021457,MGP_CASTEiJ_G0019820::ENSMUSG00000021457,MGP_NODShiLtJ_G0020397::ENSMUSG00000021457
ENSMUSG00000001403::ENSMUSG00000001403,MGP_129S1SvImJ_G0026871::ENSMUSG00000001403,MGP_C3HHeJ_G0026589::ENSMUSG00000001403,MGP_CASTEiJ_G0026047::ENSMUSG00000001403,MGP_NODShiLtJ_G0026689::ENSMUSG00000001403
ENSMUSG00000030934::ENSMUSG00000030934,MGP_129S1SvImJ_G0033112::ENSMUSG00000030934,MGP_C3HHeJ_G0032809::ENSMUSG00000030934,MGP_CASTEiJ_G0032139::ENSMUSG00000030934,MGP_NODShiLtJ_G0032919::ENSMUSG00000030934
ENSMUSG00000020849::ENSMUSG00000020849,MGP_129S1SvImJ_G0018722::ENSMUSG00000020849,MGP_C3HHeJ_G0018475::ENSMUSG00000020849,MGP_CASTEiJ_G0018029::ENSMUSG00000020849,MGP_NODShiLtJ_G0018570::ENSMUSG00000020849
ENSMUSG00000042641::ENSMUSG00000042641,MGP_129S1SvImJ_G0016602::ENSMUSG00000042641,MGP_C3HHeJ_G0016369::ENSMUSG00000042641,MGP_CASTEiJ_G0015948::ENSMUSG00000042641,MGP_NODShiLtJ_G0016473::ENSMUSG00000042641
ENSMUSG00000045915::ENSMUSG00000045915,MGP_129S1SvImJ_G0018503::ENSMUSG00000045915,MGP_C3HHeJ_G0018256::ENSMUSG00000045915,MGP_CASTEiJ_G0017812::ENSMUSG00000045915,MGP_NODShiLtJ_G0018352::ENSMUSG00000045915
ENSMUSG00000039481::ENSMUSG00000039481,MGP_129S1SvImJ_G0023937::ENSMUSG00000039481,MGP_C3HHeJ_G0023660::ENSMUSG00000039481,MGP_CASTEiJ_G0023142::ENSMUSG00000039481,MGP_NODShiLtJ_G0023758::ENSMUSG00000039481
ENSMUSG00000035569::ENSMUSG00000035569,MGP_129S1SvImJ_G0034239::ENSMUSG00000035569,MGP_C3HHeJ_G0033923::ENSMUSG00000035569,MGP_CASTEiJ_G0033251::ENSMUSG00000035569,MGP_NODShiLtJ_G0034043::ENSMUSG00000035569
ENSMUSG00000043274::ENSMUSG00000043274,MGP_129S1SvImJ_G0026007::ENSMUSG00000043274,MGP_C3HHeJ_G0025734::ENSMUSG00000043274,MGP_CASTEiJ_G0025194::ENSMUSG00000043274,MGP_NODShiLtJ_G0025837::ENSMUSG00000043274
ENSMUSG00000034789::ENSMUSG00000034789,MGP_129S1SvImJ_G0020589::ENSMUSG00000034789,MGP_C3HHeJ_G0020338::ENSMUSG00000034789,MGP_CASTEiJ_G0019852::ENSMUSG00000034789,MGP_NODShiLtJ_G0020429::ENSMUSG00000034789
ENSMUSG00000041078::ENSMUSG00000041078,MGP_129S1SvImJ_G0021180::ENSMUSG00000041078,MGP_C3HHeJ_G0020915::ENSMUSG00000041078,MGP_CASTEiJ_G0020440::ENSMUSG00000041078,MGP_NODShiLtJ_G0021014::ENSMUSG00000041078
ENSMUSG00000033392::ENSMUSG00000033392,MGP_129S1SvImJ_G0035380::ENSMUSG00000033392,MGP_C3HHeJ_G0035064::ENSMUSG00000033392,MGP_CASTEiJ_G0034370::ENSMUSG00000033392,MGP_NODShiLtJ_G0035177::ENSMUSG00000033392
ENSMUSG00000027820::ENSMUSG00000027820,MGP_129S1SvImJ_G0027261::ENSMUSG00000027820,MGP_C3HHeJ_G0026977::ENSMUSG00000027820,MGP_CASTEiJ_G0026429::ENSMUSG00000027820,MGP_NODShiLtJ_G0027072::ENSMUSG00000027820
ENSMUSG00000031502::ENSMUSG00000031502,MGP_129S1SvImJ_G0033351::ENSMUSG00000031502,MGP_C3HHeJ_G0033045::ENSMUSG00000031502,MGP_CASTEiJ_G0032367::ENSMUSG00000031502,MGP_NODShiLtJ_G0033154::ENSMUSG00000031502
