Mouse gene stable ID	Gene stable ID	Mouse homology type	Mouse C3H/HeJ gene stable ID	Mouse C3H/HeJ homology type	Mouse NOD/ShiLtJ gene stable ID	Mouse NOD/ShiLtJ homology type	Mouse CAST/EiJ gene stable ID	Mouse CAST/EiJ homology type
ENSMUSG00000100301	MGP_129S1SvImJ_G0004875	ortholog_one2one	MGP_C3HHeJ_G0004786	ortholog_one2one	MGP_NODShiLtJ_G0004801	ortholog_one2one	MGP_CASTEiJ_G0004739	ortholog_one2one
ENSMUSG00000087361	MGP_129S1SvImJ_G0006477	ortholog_one2one	MGP_C3HHeJ_G0006393	ortholog_one2one	MGP_NODShiLtJ_G0006407	ortholog_one2one	MGP_CASTEiJ_G0006326	ortholog_one2one
ENSMUSG00000097357	MGP_129S1SvImJ_G0007320	ortholog_one2one	MGP_C3HHeJ_G0007239	ortholog_one2one	MGP_NODShiLtJ_G0007242	ortholog_one2one	MGP_CASTEiJ_G0007141	ortholog_one2one
	MGP_129S1SvImJ_G0005722							
ENSMUSG00000092604	MGP_129S1SvImJ_G0005731	ortholog_one2one	MGP_C3HHeJ_G0005646	ortholog_one2one	MGP_NODShiLtJ_G0005664	ortholog_one2one	MGP_CASTEiJ_G0005589	ortholog_one2one
ENSMUSG00000087107	MGP_129S1SvImJ_G0005269	ortholog_one2one	MGP_C3HHeJ_G0005183	ortholog_one2one	MGP_NODShiLtJ_G0005198	ortholog_one2one	MGP_CASTEiJ_G0005130	ortholog_one2one
ENSMUSG00000099625	MGP_129S1SvImJ_G0004827	ortholog_one2one	MGP_C3HHeJ_G0004738	ortholog_one2one	MGP_NODShiLtJ_G0004753	ortholog_one2one	MGP_CASTEiJ_G0004692	ortholog_one2one
ENSMUSG00000104718	MGP_129S1SvImJ_G0006584	ortholog_one2one	MGP_C3HHeJ_G0006499	ortholog_one2one	MGP_NODShiLtJ_G0006510	ortholog_one2one	MGP_CASTEiJ_G0006426	ortholog_one2one
ENSMUSG00000086765	MGP_129S1SvImJ_G0006384	ortholog_one2one	MGP_C3HHeJ_G0006301	ortholog_one2one	MGP_NODShiLtJ_G0006318	ortholog_one2one	MGP_CASTEiJ_G0006235	ortholog_one2one
ENSMUSG00000097120	MGP_129S1SvImJ_G0007345	ortholog_one2one	MGP_C3HHeJ_G0007264	ortholog_one2one	MGP_NODShiLtJ_G0007266	ortholog_one2one	MGP_CASTEiJ_G0007166	ortholog_one2one
	MGP_129S1SvImJ_G0007412							
ENSMUSG00000087547	MGP_129S1SvImJ_G0006053	ortholog_one2one	MGP_C3HHeJ_G0005970	ortholog_one2one	MGP_NODShiLtJ_G0005989	ortholog_one2one	MGP_CASTEiJ_G0005907	ortholog_one2one
ENSMUSG00000100487	MGP_129S1SvImJ_G0007441	ortholog_one2one	MGP_C3HHeJ_G0007358	ortholog_one2one	MGP_NODShiLtJ_G0007362	ortholog_one2one	MGP_CASTEiJ_G0007262	ortholog_one2one
ENSMUSG00000097182	MGP_129S1SvImJ_G0005490	ortholog_one2one	MGP_C3HHeJ_G0005405	ortholog_one2one	MGP_NODShiLtJ_G0005419	ortholog_one2one	MGP_CASTEiJ_G0005347	ortholog_one2one
ENSMUSG00000103328	MGP_129S1SvImJ_G0005051	ortholog_one2one	MGP_C3HHeJ_G0004963	ortholog_one2one	MGP_NODShiLtJ_G0004978	ortholog_one2one	MGP_CASTEiJ_G0004910	ortholog_one2one
ENSMUSG00000085014	MGP_129S1SvImJ_G0005915	ortholog_one2one	MGP_C3HHeJ_G0005834	ortholog_one2one	MGP_NODShiLtJ_G0005853	ortholog_one2one	MGP_CASTEiJ_G0005770	ortholog_one2one
ENSMUSG00000071721	MGP_129S1SvImJ_G0007548	ortholog_one2one	MGP_C3HHeJ_G0007469	ortholog_one2one	MGP_NODShiLtJ_G0007472	ortholog_one2one	MGP_CASTEiJ_G0007371	ortholog_one2one
ENSMUSG00000097714	MGP_129S1SvImJ_G0005709	ortholog_one2one	MGP_C3HHeJ_G0005625	ortholog_one2one	MGP_NODShiLtJ_G0005642	ortholog_one2one	MGP_CASTEiJ_G0005567	ortholog_one2one
ENSMUSG00000085691	MGP_129S1SvImJ_G0006046	ortholog_one2one	MGP_C3HHeJ_G0005963	ortholog_one2one	MGP_NODShiLtJ_G0005982	ortholog_one2one	MGP_CASTEiJ_G0005900	ortholog_one2one
ENSMUSG00000100294	MGP_129S1SvImJ_G0007483	ortholog_one2one	MGP_C3HHeJ_G0007400	ortholog_one2one	MGP_NODShiLtJ_G0007404	ortholog_one2one	MGP_CASTEiJ_G0007303	ortholog_one2one
ENSMUSG00000097683	MGP_129S1SvImJ_G0005834	ortholog_one2one	MGP_C3HHeJ_G0005752	ortholog_one2one	MGP_NODShiLtJ_G0005771	ortholog_one2one	MGP_CASTEiJ_G0005690	ortholog_one2one
ENSMUSG00000100908	MGP_129S1SvImJ_G0004898	ortholog_one2one	MGP_C3HHeJ_G0004810	ortholog_one2one	MGP_NODShiLtJ_G0004826	ortholog_one2one	MGP_CASTEiJ_G0004761	ortholog_one2one
ENSMUSG00000102794	MGP_129S1SvImJ_G0005064	ortholog_one2one	MGP_C3HHeJ_G0004977	ortholog_one2one	MGP_NODShiLtJ_G0004990	ortholog_one2one	MGP_CASTEiJ_G0004923	ortholog_one2one
ENSMUSG00000097152	MGP_129S1SvImJ_G0006750	ortholog_one2one	MGP_C3HHeJ_G0006665	ortholog_one2one	MGP_NODShiLtJ_G0006675	ortholog_one2one	MGP_CASTEiJ_G0006588	ortholog_one2one
ENSMUSG00000099387	MGP_129S1SvImJ_G0007192	ortholog_one2one	MGP_C3HHeJ_G0007110	ortholog_one2one	MGP_NODShiLtJ_G0007114	ortholog_one2one	MGP_CASTEiJ_G0007012	ortholog_one2one
ENSMUSG00000107598	MGP_129S1SvImJ_G0006945	ortholog_one2one	MGP_C3HHeJ_G0006860	ortholog_one2one	MGP_NODShiLtJ_G0006865	ortholog_one2one	MGP_CASTEiJ_G0006777	ortholog_one2one
ENSMUSG00000086710	MGP_129S1SvImJ_G0005905	ortholog_one2one	MGP_C3HHeJ_G0005824	ortholog_one2one	MGP_NODShiLtJ_G0005843	ortholog_one2one	MGP_CASTEiJ_G0005760	ortholog_one2one
ENSMUSG00000087344	MGP_129S1SvImJ_G0006830	ortholog_one2one	MGP_C3HHeJ_G0006745	ortholog_one2one	MGP_NODShiLtJ_G0006754	ortholog_one2one	MGP_CASTEiJ_G0006667	ortholog_one2one
ENSMUSG00000107422	MGP_129S1SvImJ_G0006902	ortholog_one2one	MGP_C3HHeJ_G0006817	ortholog_one2one	MGP_NODShiLtJ_G0006824	ortholog_one2one	MGP_CASTEiJ_G0006735	ortholog_one2one
ENSMUSG00000102688	MGP_129S1SvImJ_G0005057	ortholog_one2one	MGP_C3HHeJ_G0004969	ortholog_one2one	MGP_NODShiLtJ_G0004983	ortholog_one2one	MGP_CASTEiJ_G0004916	ortholog_one2one
ENSMUSG00000103640	MGP_129S1SvImJ_G0005090	ortholog_one2one	MGP_C3HHeJ_G0005003	ortholog_one2one	MGP_NODShiLtJ_G0005016	ortholog_one2one	MGP_CASTEiJ_G0004950	ortholog_one2one
ENSMUSG00000097474	MGP_129S1SvImJ_G0007321	ortholog_one2one	MGP_C3HHeJ_G0007240	ortholog_one2one	MGP_NODShiLtJ_G0007243	ortholog_one2one	MGP_CASTEiJ_G0007142	ortholog_one2one
ENSMUSG00000108237	MGP_129S1SvImJ_G0007037	ortholog_one2one	MGP_C3HHeJ_G0006915	ortholog_one2one	MGP_NODShiLtJ_G0006959	ortholog_one2one	MGP_CASTEiJ_G0006864	ortholog_one2one
ENSMUSG00000097754	MGP_129S1SvImJ_G0004994	ortholog_one2one	MGP_C3HHeJ_G0004906	ortholog_one2one	MGP_NODShiLtJ_G0004920	ortholog_one2one	MGP_CASTEiJ_G0004854	ortholog_one2one
ENSMUSG00000092525	MGP_129S1SvImJ_G0005726	ortholog_one2one	MGP_C3HHeJ_G0005641	ortholog_one2one	MGP_NODShiLtJ_G0005659	ortholog_one2one	MGP_CASTEiJ_G0005584	ortholog_one2one
ENSMUSG00000099139	MGP_129S1SvImJ_G0007379	ortholog_one2one	MGP_C3HHeJ_G0007297	ortholog_one2one	MGP_NODShiLtJ_G0007300	ortholog_one2one	MGP_CASTEiJ_G0007200	ortholog_one2one
ENSMUSG00000074067	MGP_129S1SvImJ_G0007212	ortholog_one2one	MGP_C3HHeJ_G0007131	ortholog_one2one	MGP_NODShiLtJ_G0007134	ortholog_one2one	MGP_CASTEiJ_G0007033	ortholog_one2one
ENSMUSG00000098196	MGP_129S1SvImJ_G0005237	ortholog_one2one	MGP_C3HHeJ_G0005151	ortholog_one2one	MGP_NODShiLtJ_G0005166	ortholog_one2one	MGP_CASTEiJ_G0005098	ortholog_one2one
ENSMUSG00000104487	MGP_129S1SvImJ_G0005083	ortholog_one2one	MGP_C3HHeJ_G0004996	ortholog_one2one	MGP_NODShiLtJ_G0005009	ortholog_one2one	MGP_CASTEiJ_G0004943	ortholog_one2one
ENSMUSG00000100000	MGP_129S1SvImJ_G0005125	ortholog_one2one	MGP_C3HHeJ_G0005038	ortholog_one2one	MGP_NODShiLtJ_G0005052	ortholog_one2one	MGP_CASTEiJ_G0004985	ortholog_one2one
ENSMUSG00000097710	MGP_129S1SvImJ_G0005779	ortholog_one2one	MGP_C3HHeJ_G0005695	ortholog_one2one	MGP_NODShiLtJ_G0005713	ortholog_one2one	MGP_CASTEiJ_G0005637	ortholog_one2one
ENSMUSG00000106223	MGP_129S1SvImJ_G0006176	ortholog_one2one	MGP_C3HHeJ_G0006094	ortholog_one2one	MGP_NODShiLtJ_G0006112	ortholog_one2one	MGP_CASTEiJ_G0006029	ortholog_one2one
ENSMUSG00000086026	MGP_129S1SvImJ_G0006407	ortholog_one2one	MGP_C3HHeJ_G0006323	ortholog_one2one			MGP_CASTEiJ_G0006258	ortholog_one2one
ENSMUSG00000102063	MGP_129S1SvImJ_G0004960	ortholog_one2one	MGP_C3HHeJ_G0004872	ortholog_one2one	MGP_NODShiLtJ_G0004887	ortholog_one2one	MGP_CASTEiJ_G0004821	ortholog_one2one
	MGP_129S1SvImJ_G0004889							
	MGP_129S1SvImJ_G0007342							
ENSMUSG00000108778	MGP_129S1SvImJ_G0007206	ortholog_one2one	MGP_C3HHeJ_G0007124	ortholog_one2one	MGP_NODShiLtJ_G0007128	ortholog_one2one	MGP_CASTEiJ_G0007026	ortholog_one2one
ENSMUSG00000097380	MGP_129S1SvImJ_G0007382	ortholog_one2one	MGP_C3HHeJ_G0007300	ortholog_one2one	MGP_NODShiLtJ_G0007303	ortholog_one2one	MGP_CASTEiJ_G0007203	ortholog_one2one
	MGP_129S1SvImJ_G0007450							
ENSMUSG00000097697	MGP_129S1SvImJ_G0007188	ortholog_one2one	MGP_C3HHeJ_G0007106	ortholog_one2one	MGP_NODShiLtJ_G0007110	ortholog_one2one		
ENSMUSG00000100727	MGP_129S1SvImJ_G0005515	ortholog_one2one	MGP_C3HHeJ_G0005430	ortholog_one2one	MGP_NODShiLtJ_G0005444	ortholog_one2one	MGP_CASTEiJ_G0005372	ortholog_one2one
	MGP_129S1SvImJ_G0007431							
ENSMUSG00000101448	MGP_129S1SvImJ_G0005990	ortholog_one2one	MGP_C3HHeJ_G0005909	ortholog_one2one	MGP_NODShiLtJ_G0005926	ortholog_one2one	MGP_CASTEiJ_G0005844	ortholog_one2one
ENSMUSG00000075277	MGP_129S1SvImJ_G0005942	ortholog_one2one	MGP_C3HHeJ_G0005861	ortholog_one2one	MGP_NODShiLtJ_G0005880	ortholog_one2one	MGP_CASTEiJ_G0005797	ortholog_one2one
ENSMUSG00000097193	MGP_129S1SvImJ_G0007347	ortholog_one2one	MGP_C3HHeJ_G0007266	ortholog_one2one	MGP_NODShiLtJ_G0007268	ortholog_one2one	MGP_CASTEiJ_G0007168	ortholog_one2one
ENSMUSG00000085463	MGP_129S1SvImJ_G0005892	ortholog_one2one	MGP_C3HHeJ_G0005811	ortholog_one2one	MGP_NODShiLtJ_G0005830	ortholog_one2one	MGP_CASTEiJ_G0005747	ortholog_one2one
ENSMUSG00000100664	MGP_129S1SvImJ_G0007194	ortholog_one2one	MGP_C3HHeJ_G0007112	ortholog_one2one	MGP_NODShiLtJ_G0007116	ortholog_one2one	MGP_CASTEiJ_G0007014	ortholog_one2one
ENSMUSG00000106602	MGP_129S1SvImJ_G0006635	ortholog_one2one	MGP_C3HHeJ_G0006551	ortholog_one2one	MGP_NODShiLtJ_G0006561	ortholog_one2one		
ENSMUSG00000097599	MGP_129S1SvImJ_G0006192	ortholog_one2one	MGP_C3HHeJ_G0006110	ortholog_one2one	MGP_NODShiLtJ_G0006128	ortholog_one2one	MGP_CASTEiJ_G0006044	ortholog_one2one
ENSMUSG00000096941	MGP_129S1SvImJ_G0004916	ortholog_one2one	MGP_C3HHeJ_G0004828	ortholog_one2one	MGP_NODShiLtJ_G0004844	ortholog_one2one	MGP_CASTEiJ_G0004778	ortholog_one2one
ENSMUSG00000102574	MGP_129S1SvImJ_G0006143	ortholog_one2one	MGP_C3HHeJ_G0006060	ortholog_one2one	MGP_NODShiLtJ_G0006078	ortholog_one2one	MGP_CASTEiJ_G0005995	ortholog_one2one
ENSMUSG00000098519	MGP_129S1SvImJ_G0007416	ortholog_one2one	MGP_C3HHeJ_G0007334	ortholog_one2one	MGP_NODShiLtJ_G0007337	ortholog_one2one	MGP_CASTEiJ_G0007237	ortholog_one2one
ENSMUSG00000086021	MGP_129S1SvImJ_G0007100	ortholog_one2one	MGP_C3HHeJ_G0007017	ortholog_one2one	MGP_NODShiLtJ_G0007022	ortholog_one2one	MGP_CASTEiJ_G0006923	ortholog_one2one
ENSMUSG00000097123	MGP_129S1SvImJ_G0006411	ortholog_one2one	MGP_C3HHeJ_G0006327	ortholog_one2one	MGP_NODShiLtJ_G0006342	ortholog_one2one	MGP_CASTEiJ_G0006262	ortholog_one2one
ENSMUSG00000085551	MGP_129S1SvImJ_G0005233	ortholog_one2one	MGP_C3HHeJ_G0005147	ortholog_one2one	MGP_NODShiLtJ_G0005162	ortholog_one2one	MGP_CASTEiJ_G0005094	ortholog_one2one
ENSMUSG00000097208	MGP_129S1SvImJ_G0005380	ortholog_one2one	MGP_C3HHeJ_G0005294	ortholog_one2one	MGP_NODShiLtJ_G0005308	ortholog_one2one	MGP_CASTEiJ_G0005238	ortholog_one2one
ENSMUSG00000087124	MGP_129S1SvImJ_G0006774	ortholog_one2one	MGP_C3HHeJ_G0006689	ortholog_one2one	MGP_NODShiLtJ_G0006699	ortholog_one2one	MGP_CASTEiJ_G0006612	ortholog_one2one
ENSMUSG00000097716	MGP_129S1SvImJ_G0006949	ortholog_one2one	MGP_C3HHeJ_G0006864	ortholog_one2one	MGP_NODShiLtJ_G0006869	ortholog_one2one	MGP_CASTEiJ_G0006781	ortholog_one2one
ENSMUSG00000101702	MGP_129S1SvImJ_G0004828	ortholog_one2one	MGP_C3HHeJ_G0004739	ortholog_one2one	MGP_NODShiLtJ_G0004754	ortholog_one2one	MGP_CASTEiJ_G0004693	ortholog_one2one
ENSMUSG00000085075	MGP_129S1SvImJ_G0004860	ortholog_one2one	MGP_C3HHeJ_G0004771	ortholog_one2one	MGP_NODShiLtJ_G0004786	ortholog_one2one	MGP_CASTEiJ_G0004724	ortholog_one2one
ENSMUSG00000101266	MGP_129S1SvImJ_G0005988	ortholog_one2one	MGP_C3HHeJ_G0005907	ortholog_one2one	MGP_NODShiLtJ_G0005924	ortholog_one2one	MGP_CASTEiJ_G0005842	ortholog_one2one
ENSMUSG00000105039	MGP_129S1SvImJ_G0006806	ortholog_one2one	MGP_C3HHeJ_G0006721	ortholog_one2one	MGP_NODShiLtJ_G0006730	ortholog_one2one	MGP_CASTEiJ_G0006644	ortholog_one2one
ENSMUSG00000073155	MGP_129S1SvImJ_G0006938	ortholog_one2one	MGP_C3HHeJ_G0006853	ortholog_one2one	MGP_NODShiLtJ_G0006859	ortholog_one2one	MGP_CASTEiJ_G0006770	ortholog_one2one
ENSMUSG00000056332	MGP_129S1SvImJ_G0005594	ortholog_one2one	MGP_C3HHeJ_G0005508	ortholog_one2one	MGP_NODShiLtJ_G0005524	ortholog_one2one	MGP_CASTEiJ_G0005451	ortholog_one2one
ENSMUSG00000106198	MGP_129S1SvImJ_G0006850	ortholog_one2one	MGP_C3HHeJ_G0006765	ortholog_one2one	MGP_NODShiLtJ_G0006772	ortholog_one2one	MGP_CASTEiJ_G0006684	ortholog_one2one
ENSMUSG00000104847	MGP_129S1SvImJ_G0006638	ortholog_one2one	MGP_C3HHeJ_G0006554	ortholog_one2one	MGP_NODShiLtJ_G0006563	ortholog_one2one	MGP_CASTEiJ_G0006476	ortholog_one2one
ENSMUSG00000108383	MGP_129S1SvImJ_G0007203	ortholog_one2one	MGP_C3HHeJ_G0007121	ortholog_one2one	MGP_NODShiLtJ_G0007125	ortholog_one2one	MGP_CASTEiJ_G0007023	ortholog_one2one
ENSMUSG00000097624	MGP_129S1SvImJ_G0005693	ortholog_one2one	MGP_C3HHeJ_G0005608	ortholog_one2one	MGP_NODShiLtJ_G0005625	ortholog_one2one	MGP_CASTEiJ_G0005550	ortholog_one2one
ENSMUSG00000096936	MGP_129S1SvImJ_G0006582	ortholog_one2one	MGP_C3HHeJ_G0006497	ortholog_one2one	MGP_NODShiLtJ_G0006509	ortholog_one2one	MGP_CASTEiJ_G0006425	ortholog_one2one
ENSMUSG00000108161	MGP_129S1SvImJ_G0007097	ortholog_one2one	MGP_C3HHeJ_G0007014	ortholog_one2one	MGP_NODShiLtJ_G0007019	ortholog_one2one	MGP_CASTEiJ_G0006920	ortholog_one2one
ENSMUSG00000096996	MGP_129S1SvImJ_G0005840	ortholog_one2one	MGP_C3HHeJ_G0005758	ortholog_one2one	MGP_NODShiLtJ_G0005777	ortholog_one2one	MGP_CASTEiJ_G0005695	ortholog_one2one
	MGP_129S1SvImJ_G0007307							
ENSMUSG00000087574	MGP_129S1SvImJ_G0005279	ortholog_one2one	MGP_C3HHeJ_G0005193	ortholog_one2one	MGP_NODShiLtJ_G0005208	ortholog_one2one	MGP_CASTEiJ_G0005140	ortholog_one2one
ENSMUSG00000086904	MGP_129S1SvImJ_G0005894	ortholog_one2one	MGP_C3HHeJ_G0005813	ortholog_one2one	MGP_NODShiLtJ_G0005832	ortholog_one2one	MGP_CASTEiJ_G0005749	ortholog_one2one
ENSMUSG00000105851	MGP_129S1SvImJ_G0006837	ortholog_one2one	MGP_C3HHeJ_G0006752	ortholog_one2one	MGP_NODShiLtJ_G0006761	ortholog_one2one	MGP_CASTEiJ_G0006674	ortholog_one2one
	MGP_129S1SvImJ_G0007183							
ENSMUSG00000085912	MGP_129S1SvImJ_G0005713	ortholog_one2one	MGP_C3HHeJ_G0005629	ortholog_one2one	MGP_NODShiLtJ_G0005646	ortholog_one2one	MGP_CASTEiJ_G0005571	ortholog_one2one
ENSMUSG00000087179	MGP_129S1SvImJ_G0006052	ortholog_one2one	MGP_C3HHeJ_G0005969	ortholog_one2one	MGP_NODShiLtJ_G0005988	ortholog_one2one	MGP_CASTEiJ_G0005906	ortholog_one2one
ENSMUSG00000099938	MGP_129S1SvImJ_G0004905	ortholog_one2one	MGP_C3HHeJ_G0004817	ortholog_one2one	MGP_NODShiLtJ_G0004833	ortholog_one2one	MGP_CASTEiJ_G0004767	ortholog_one2one
ENSMUSG00000105991	MGP_129S1SvImJ_G0007434	ortholog_one2one	MGP_C3HHeJ_G0007351	ortholog_one2one	MGP_NODShiLtJ_G0007355	ortholog_one2one	MGP_CASTEiJ_G0007255	ortholog_one2one
ENSMUSG00000086892	MGP_129S1SvImJ_G0005190	ortholog_one2one	MGP_C3HHeJ_G0005104	ortholog_one2one	MGP_NODShiLtJ_G0005119	ortholog_one2one	MGP_CASTEiJ_G0005051	ortholog_one2one
ENSMUSG00000086749	MGP_129S1SvImJ_G0005178	ortholog_one2one	MGP_C3HHeJ_G0005092	ortholog_one2one	MGP_NODShiLtJ_G0005107	ortholog_one2one	MGP_CASTEiJ_G0005039	ortholog_one2one
ENSMUSG00000085869	MGP_129S1SvImJ_G0006563	ortholog_one2one	MGP_C3HHeJ_G0006479	ortholog_one2one	MGP_NODShiLtJ_G0006492	ortholog_one2one		
ENSMUSG00000086887	MGP_129S1SvImJ_G0007093	ortholog_one2one	MGP_C3HHeJ_G0007010	ortholog_one2one	MGP_NODShiLtJ_G0007015	ortholog_one2one	MGP_CASTEiJ_G0006916	ortholog_one2one
ENSMUSG00000097651	MGP_129S1SvImJ_G0007442	ortholog_one2one	MGP_C3HHeJ_G0007359	ortholog_one2one	MGP_NODShiLtJ_G0007363	ortholog_one2one	MGP_CASTEiJ_G0007263	ortholog_one2one
ENSMUSG00000101894	MGP_129S1SvImJ_G0006903	ortholog_one2one	MGP_C3HHeJ_G0006818	ortholog_one2one	MGP_NODShiLtJ_G0006825	ortholog_one2one	MGP_CASTEiJ_G0006736	ortholog_one2one
ENSMUSG00000101549	MGP_129S1SvImJ_G0004967	ortholog_one2one	MGP_C3HHeJ_G0004879	ortholog_one2one	MGP_NODShiLtJ_G0004894	ortholog_one2one	MGP_CASTEiJ_G0004828	ortholog_one2one
ENSMUSG00000085744	MGP_129S1SvImJ_G0005231	ortholog_one2one	MGP_C3HHeJ_G0005145	ortholog_one2one	MGP_NODShiLtJ_G0005160	ortholog_one2one	MGP_CASTEiJ_G0005092	ortholog_one2one
ENSMUSG00000103334	MGP_129S1SvImJ_G0006356	ortholog_one2one	MGP_C3HHeJ_G0006274	ortholog_one2one	MGP_NODShiLtJ_G0006290	ortholog_one2one	MGP_CASTEiJ_G0006208	ortholog_one2one
ENSMUSG00000103923	MGP_129S1SvImJ_G0005078	ortholog_one2one	MGP_C3HHeJ_G0004991	ortholog_one2one	MGP_NODShiLtJ_G0005004	ortholog_one2one	MGP_CASTEiJ_G0004938	ortholog_one2one
ENSMUSG00000086558	MGP_129S1SvImJ_G0006055	ortholog_one2one	MGP_C3HHeJ_G0005972	ortholog_one2one	MGP_NODShiLtJ_G0005991	ortholog_one2one	MGP_CASTEiJ_G0005909	ortholog_one2one
ENSMUSG00000086658	MGP_129S1SvImJ_G0006085	ortholog_one2one	MGP_C3HHeJ_G0006002	ortholog_one2one	MGP_NODShiLtJ_G0006021	ortholog_one2one	MGP_CASTEiJ_G0005939	ortholog_one2one
	MGP_129S1SvImJ_G0007171							
ENSMUSG00000100430	MGP_129S1SvImJ_G0005806	ortholog_one2one	MGP_C3HHeJ_G0005722	ortholog_one2one	MGP_NODShiLtJ_G0005740	ortholog_one2one	MGP_CASTEiJ_G0005663	ortholog_one2one
ENSMUSG00000097469	MGP_129S1SvImJ_G0007404	ortholog_one2one	MGP_C3HHeJ_G0007322	ortholog_one2one	MGP_NODShiLtJ_G0007325	ortholog_one2one	MGP_CASTEiJ_G0007225	ortholog_one2one
ENSMUSG00000100291	MGP_129S1SvImJ_G0007000	ortholog_one2one	MGP_C3HHeJ_G0006953	ortholog_one2one	MGP_NODShiLtJ_G0006921	ortholog_one2one	MGP_CASTEiJ_G0006830	ortholog_one2one
ENSMUSG00000096917	MGP_129S1SvImJ_G0007328	ortholog_one2one	MGP_C3HHeJ_G0007247	ortholog_one2one	MGP_NODShiLtJ_G0007250	ortholog_one2one	MGP_CASTEiJ_G0007149	ortholog_one2one
ENSMUSG00000086523	MGP_129S1SvImJ_G0005913	ortholog_one2one	MGP_C3HHeJ_G0005832	ortholog_one2one	MGP_NODShiLtJ_G0005851	ortholog_one2one	MGP_CASTEiJ_G0005768	ortholog_one2one
ENSMUSG00000086019	MGP_129S1SvImJ_G0007102	ortholog_one2one	MGP_C3HHeJ_G0007019	ortholog_one2one	MGP_NODShiLtJ_G0007024	ortholog_one2one	MGP_CASTEiJ_G0006925	ortholog_one2one
	MGP_129S1SvImJ_G0005705							
ENSMUSG00000100627	MGP_129S1SvImJ_G0005002	ortholog_one2one	MGP_C3HHeJ_G0004914	ortholog_one2one	MGP_NODShiLtJ_G0004929	ortholog_one2one	MGP_CASTEiJ_G0004862	ortholog_one2one
ENSMUSG00000097676	MGP_129S1SvImJ_G0005763	ortholog_one2one	MGP_C3HHeJ_G0005678	ortholog_one2one	MGP_NODShiLtJ_G0005695	ortholog_one2one	MGP_CASTEiJ_G0005621	ortholog_one2one
ENSMUSG00000099266	MGP_129S1SvImJ_G0007468	ortholog_one2one	MGP_C3HHeJ_G0007385	ortholog_one2one	MGP_NODShiLtJ_G0007389	ortholog_one2one	MGP_CASTEiJ_G0007289	ortholog_one2one
ENSMUSG00000106230	MGP_129S1SvImJ_G0006312	ortholog_one2one	MGP_C3HHeJ_G0006231	ortholog_one2one	MGP_NODShiLtJ_G0006247	ortholog_one2one	MGP_CASTEiJ_G0006164	ortholog_one2one
ENSMUSG00000102362	MGP_129S1SvImJ_G0006209	ortholog_one2one	MGP_C3HHeJ_G0006127	ortholog_one2one	MGP_NODShiLtJ_G0006145	ortholog_one2one	MGP_CASTEiJ_G0006061	ortholog_one2one
ENSMUSG00000102852	MGP_129S1SvImJ_G0005013	ortholog_one2one	MGP_C3HHeJ_G0004925	ortholog_one2one	MGP_NODShiLtJ_G0004940	ortholog_one2one	MGP_CASTEiJ_G0004873	ortholog_one2one
ENSMUSG00000106464	MGP_129S1SvImJ_G0006639	ortholog_one2one	MGP_C3HHeJ_G0006555	ortholog_one2one	MGP_NODShiLtJ_G0006564	ortholog_one2one	MGP_CASTEiJ_G0006477	ortholog_one2one
ENSMUSG00000097850	MGP_129S1SvImJ_G0005091	ortholog_one2one	MGP_C3HHeJ_G0005004	ortholog_one2one	MGP_NODShiLtJ_G0005017	ortholog_one2one	MGP_CASTEiJ_G0004951	ortholog_one2one
ENSMUSG00000056418	MGP_129S1SvImJ_G0007485	ortholog_one2one	MGP_C3HHeJ_G0007402	ortholog_one2one	MGP_NODShiLtJ_G0007406	ortholog_one2one	MGP_CASTEiJ_G0007305	ortholog_one2one
ENSMUSG00000097240	MGP_129S1SvImJ_G0007515	ortholog_one2one	MGP_C3HHeJ_G0007432	ortholog_one2one	MGP_NODShiLtJ_G0007436	ortholog_one2one	MGP_CASTEiJ_G0007336	ortholog_one2one
ENSMUSG00000087501	MGP_129S1SvImJ_G0005205	ortholog_one2one	MGP_C3HHeJ_G0005119	ortholog_one2one	MGP_NODShiLtJ_G0005134	ortholog_one2one	MGP_CASTEiJ_G0005066	ortholog_one2one
ENSMUSG00000087540	MGP_129S1SvImJ_G0006449	ortholog_one2one	MGP_C3HHeJ_G0006365	ortholog_one2one	MGP_NODShiLtJ_G0006379	ortholog_one2one	MGP_CASTEiJ_G0006298	ortholog_one2one
ENSMUSG00000097457	MGP_129S1SvImJ_G0005220	ortholog_one2one	MGP_C3HHeJ_G0005134	ortholog_one2one	MGP_NODShiLtJ_G0005149	ortholog_one2one	MGP_CASTEiJ_G0005081	ortholog_one2one
ENSMUSG00000105106	MGP_129S1SvImJ_G0006585	ortholog_one2one	MGP_C3HHeJ_G0006500	ortholog_one2one	MGP_NODShiLtJ_G0006511	ortholog_one2one	MGP_CASTEiJ_G0006427	ortholog_one2one
ENSMUSG00000086943	MGP_129S1SvImJ_G0005257	ortholog_one2one	MGP_C3HHeJ_G0005171	ortholog_one2one	MGP_NODShiLtJ_G0005186	ortholog_one2one	MGP_CASTEiJ_G0005118	ortholog_one2one
	MGP_129S1SvImJ_G0005426							
ENSMUSG00000108480	MGP_129S1SvImJ_G0007198	ortholog_one2one	MGP_C3HHeJ_G0007116	ortholog_one2one	MGP_NODShiLtJ_G0007120	ortholog_one2one	MGP_CASTEiJ_G0007018	ortholog_one2one
