piCid	piCnum	piCid_orth	mm10	cast	c3h	129	nod	AllStrains
PTmerged874	PTmerged874	PTmerged874	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged875	PTmerged875	PTmerged875	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged876	PTmerged876	PTmerged876	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged877	PTmerged877	PTmerged877	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged878	PTmerged878	PTmerged878	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged879	PTmerged879	PTmerged879	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged880	PTmerged880	PTmerged880	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged881	PTmerged881	PTmerged881	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged882	PTmerged882	PTmerged882	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged883	PTmerged883	PTmerged883	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged884	PTmerged884	PTmerged884	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged885	PTmerged885	PTmerged885	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged888	PTmerged888	PTmerged888	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged889	PTmerged889	PTmerged889	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged890	PTmerged890	PTmerged890	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged891	PTmerged891	PTmerged891	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged892	PTmerged892	PTmerged892	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged893	PTmerged893	PTmerged893	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged897	PTmerged897	PTmerged897	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged898	PTmerged898	PTmerged898	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged899	PTmerged899	PTmerged899	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged900	PTmerged900	PTmerged900	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged901	PTmerged901	PTmerged901	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged902	PTmerged902	PTmerged902	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged903	PTmerged903	PTmerged903	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged904	PTmerged904	PTmerged904	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged905	PTmerged905	PTmerged905	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged906	PTmerged906	PTmerged906	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged907	PTmerged907	PTmerged907	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged908	PTmerged908	PTmerged908	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged909	PTmerged909	PTmerged909	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged910	PTmerged910	PTmerged910	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
